time,gFx,gFy,gFz,TgF
29.747247,-0.5832,0.7831,0.7700,1.243
29.776317,-0.3862,0.6806,0.4690,0.912
29.804957,-0.2841,0.6724,0.3737,0.820
29.834475,-0.2074,0.6680,0.3355,0.776
29.864386,-0.1472,0.6277,0.2258,0.683
29.894239,-0.0901,0.5565,0.1108,0.575
29.940894,-0.0428,0.4691,0.0670,0.476
29.969743,-0.0142,0.3813,0.0963,0.394
29.999605,0.0029,0.3648,0.0800,0.373
30.029039,-0.0456,0.4535,0.0766,0.462
30.058149,-0.2320,0.5309,-0.0452,0.581
30.087956,-0.5478,0.5966,-0.1327,0.821
30.117045,-0.5570,0.7305,-0.1032,0.924
30.146270,-0.6442,0.8679,-0.0523,1.082
30.175785,-1.2103,0.6948,-0.0848,1.398
30.204495,-1.3275,0.7254,0.3094,1.544
30.234952,-1.2000,0.7068,0.6476,1.536
30.264709,-1.1504,0.6282,0.4976,1.402
30.294744,-1.0100,0.5287,0.1851,1.155
30.324552,-0.8907,0.3604,0.1660,0.975
30.355155,-1.0361,0.2634,0.1303,1.077
30.385819,-1.1426,0.3375,0.0432,1.192
30.415223,-0.9015,0.4779,-0.2551,1.052
30.444269,-0.9476,0.6445,-0.4117,1.218
30.469095,-1.1773,0.7577,-0.2029,1.415
30.514403,-1.2147,0.9650,0.1217,1.556
30.540603,-1.6474,1.0554,0.8729,2.142
30.568412,-1.7021,0.9438,0.7714,2.094
30.594646,-1.3594,0.7559,0.5296,1.643
30.620549,-1.0200,0.6606,0.4665,1.302
30.648637,-0.8590,0.4964,0.4489,1.089
30.676103,-0.5829,0.3369,0.3236,0.747
30.705282,-0.2665,0.2372,0.2613,0.442
30.734339,-0.0061,0.2069,0.3148,0.377
30.763972,0.0270,0.0792,0.2576,0.271
30.793227,-0.0715,-0.0400,0.0835,0.117
30.822622,-0.1512,-0.1017,-0.1640,0.245
30.851066,-0.1957,-0.0730,-0.2607,0.334
30.880726,-0.4024,0.0191,-0.3983,0.566
30.911580,-0.7483,-0.0307,-0.5432,0.925
30.940388,-1.0322,0.0652,-0.4146,1.114
30.968934,-1.4712,0.1735,-0.2446,1.501
30.999110,-1.6034,0.2248,-0.1217,1.624
31.029112,-1.7148,0.4239,-0.1356,1.772
31.059274,-2.0048,0.5585,-0.3122,2.104
31.088959,-1.9547,0.6645,-0.1036,2.067
31.119165,-1.5343,0.7774,0.1960,1.731
31.148969,-1.5469,0.8206,0.2859,1.774
31.177445,-1.5191,0.8432,0.2121,1.750
31.206028,-1.3852,0.7831,0.0597,1.592
31.234893,-1.2401,0.6851,-0.0846,1.419
31.264543,-1.1630,0.6061,-0.1400,1.319
31.294014,-1.1218,0.4971,-0.1601,1.237
31.323065,-1.0298,0.3389,-0.0694,1.086
31.360386,-0.8956,0.2719,0.0742,0.939
31.390266,-0.6934,0.2108,0.2027,0.753
31.420189,-0.1497,0.3056,0.2473,0.421
31.450011,0.2653,0.3056,0.0923,0.415
31.480220,0.3764,0.1619,-0.1361,0.432
31.508514,0.2723,0.0767,-0.2609,0.385
31.530835,0.1844,0.0151,-0.5009,0.534
31.560613,0.1269,-0.0069,-0.6582,0.670
31.587128,0.0312,-0.0509,-0.5744,0.577
31.613664,-0.6017,-0.0917,-0.4557,0.760
31.640007,-1.1478,-0.0817,-0.1486,1.160
31.666007,-1.3701,0.0623,0.3781,1.423
31.692675,-1.5711,0.2672,0.3783,1.638
31.721123,-1.8103,0.3748,0.1287,1.853
31.750286,-1.9007,0.6023,-0.1190,1.997
31.778921,-2.1290,0.6059,-0.3567,2.242
31.807047,-1.9792,0.6182,-0.6352,2.169
31.835198,-1.5289,0.6460,-0.4850,1.729
31.864648,-1.4327,0.5746,-0.2392,1.562
31.894971,-1.4267,0.6245,0.0143,1.557
31.923733,-1.4866,0.6294,0.2230,1.630
31.952851,-1.5743,0.5627,0.3243,1.703
31.981552,-1.3771,0.5262,0.1897,1.486
32.009844,-1.1749,0.3643,-0.0391,1.231
32.037804,-0.8898,0.2220,-0.1682,0.932
32.067203,-0.6476,0.0794,-0.1752,0.676
32.096061,-0.4176,0.0522,-0.1219,0.438
32.126146,-0.2767,0.2465,-0.0471,0.374
32.154740,-0.3014,0.6552,0.2158,0.753
32.182353,-0.7479,0.8339,0.4929,1.224
32.211176,-0.7689,0.9531,0.6549,1.389
32.240347,-0.3098,0.9851,0.5723,1.181
32.271614,0.0715,0.9264,0.3854,1.006
32.299747,0.3146,0.8334,0.3202,0.947
32.328205,0.3850,0.7107,0.2952,0.861
32.358765,0.4570,0.6238,0.2764,0.821
32.387387,0.4861,0.5453,0.2295,0.766
32.417135,0.4116,0.5072,0.1271,0.666
32.445001,0.3486,0.4381,0.0178,0.560
32.472399,0.2313,0.3305,0.0223,0.404
32.502067,0.0412,0.2756,-0.0492,0.283
32.531686,-0.1828,0.2472,-0.0411,0.310
32.579034,-0.8362,0.2627,0.1376,0.887
32.601184,-1.3000,0.6774,0.0113,1.466
32.627378,-1.1800,0.9394,-0.1107,1.512
32.653207,-1.4444,1.0584,-0.0245,1.791
32.679394,-1.9699,1.0078,0.0246,2.213
32.706536,-1.7791,1.0638,-0.0313,2.073
32.731518,-1.2956,1.0703,-0.1454,1.687
32.757688,-1.0684,1.1065,-0.0738,1.540
32.783602,-1.1029,1.1031,0.1452,1.567
32.812100,-1.1402,1.1498,0.3190,1.650
32.839802,-1.1886,1.0503,0.3187,1.618
32.868038,-1.0596,0.8828,0.3121,1.414
32.897134,-0.7181,0.6792,0.2808,1.027
32.923898,-0.4703,0.5077,0.2633,0.740
32.952355,-0.1409,0.4628,0.2288,0.535
32.981087,0.2716,0.5199,0.0800,0.592
33.009039,0.3982,0.5514,-0.0198,0.680
33.036710,0.1125,0.5116,0.0681,0.528
33.065913,-0.1553,0.3821,0.0668,0.418
33.096133,-0.2348,0.3401,-0.0128,0.413
33.126081,-0.4419,0.3249,0.0211,0.549
33.173000,-0.7530,0.2986,-0.0259,0.810
33.201898,-0.6918,0.2294,-0.2524,0.771
33.230266,-0.5524,0.2177,-0.0019,0.594
33.259888,-0.7547,0.1398,0.0250,0.768
33.288036,-0.9422,0.1332,0.0302,0.952
33.316958,-1.1138,0.3511,-0.0296,1.168
33.345175,-1.6271,0.4449,-0.3970,1.733
33.373194,-1.6183,0.6636,-0.6235,1.857
33.401215,-1.4239,0.7801,-0.7784,1.801
33.429060,-1.7029,0.7088,-0.9331,2.067
33.457982,-1.9296,0.6403,-0.8842,2.217
33.486261,-2.0581,0.5150,-0.6829,2.229
33.513842,-1.9354,0.4412,-0.3876,2.023
33.541358,-1.5946,0.3606,-0.1085,1.638
33.569586,-1.4018,0.4517,0.4291,1.534
33.596310,-1.3579,0.4407,0.6185,1.556
33.624199,-0.9362,0.4495,0.6964,1.250
33.648660,-0.6713,0.3501,0.6465,0.996
33.698385,-0.1314,0.2299,0.4834,0.551
33.723318,-0.1937,0.0369,-0.2172,0.293
33.748205,-0.0095,-0.0370,-0.2707,0.273
33.773615,0.1712,-0.0227,-0.4283,0.462
33.801798,0.4849,0.0047,-0.5521,0.735
33.827675,0.4981,0.0677,-0.5947,0.779
33.859814,0.2611,0.0843,-0.6259,0.683
33.888896,-0.4390,0.1427,-0.4193,0.624
33.915683,-1.3388,0.1612,-0.2231,1.367
33.941787,-2.0160,0.3489,0.0504,2.047
33.971086,-1.9296,0.5126,0.4001,2.036
34.000390,-1.6310,0.6323,0.5095,1.822
34.030347,-1.5888,0.6205,0.1440,1.712
34.060151,-1.5868,0.5565,-0.3059,1.709
34.089123,-1.3501,0.4600,-0.4852,1.507
34.117140,-1.0158,0.3474,-0.3101,1.117
34.145930,-0.9137,0.3709,-0.1676,1.000
34.171626,-1.1280,0.3983,-0.2432,1.221
34.197027,-1.3363,0.4784,-0.2637,1.444
34.225027,-1.4392,0.6133,-0.0122,1.564
34.254980,-1.5893,0.7127,0.2210,1.756
34.284275,-1.5147,0.7388,0.3234,1.716
34.312065,-1.3373,0.7745,0.4110,1.599
34.340769,-1.2975,0.6731,0.4531,1.530
34.369223,-1.1367,0.5807,0.4238,1.345
34.398133,-0.8602,0.5323,0.3593,1.074
34.426956,-0.6406,0.4615,0.2384,0.825
34.455312,-0.5453,0.4146,0.1846,0.709
34.482772,-0.4239,0.4065,0.1443,0.605
34.508914,-0.3461,0.3328,0.0453,0.482
34.537119,-0.2565,0.2175,-0.0711,0.344
34.565627,-0.0838,0.1479,-0.1012,0.198
34.593739,0.0510,0.0510,-0.2057,0.218
34.623267,0.1074,0.0869,-0.3780,0.402
34.652182,-0.1285,0.1735,-0.6653,0.699
34.679848,-0.5832,0.2140,-0.8917,1.087
34.705302,-1.0947,0.2243,-0.6711,1.303
34.738972,-1.4527,0.2844,-0.3030,1.511
34.766973,-1.8345,0.3135,0.0231,1.861
34.792064,-1.5385,0.3122,0.2762,1.594
34.818323,-1.1314,0.3369,0.2989,1.218
34.844872,-1.0044,0.3755,0.0143,1.072
34.872868,-1.1529,0.4076,-0.3523,1.273
34.899178,-1.4854,0.3552,-0.4838,1.602
34.926655,-1.5878,0.4479,-0.3220,1.681
34.953881,-1.4966,0.5998,-0.2131,1.626
34.981840,-1.5978,0.7004,-0.2292,1.760
35.008873,-1.6671,0.7640,-0.0919,1.836
35.038106,-1.5900,0.8724,0.0588,1.815
35.066380,-1.5953,0.8986,0.1489,1.837
35.095768,-1.7356,0.8812,0.2745,1.966
35.123983,-1.6904,0.6433,0.2871,1.831
35.152442,-1.1229,0.4826,0.2943,1.257
35.180696,-0.7275,0.4019,0.2764,0.876
35.208431,-0.5951,0.3838,0.3131,0.774
35.235718,-0.4725,0.3829,0.3045,0.680
35.263060,-0.3147,0.4065,0.2268,0.562
35.290454,-0.1456,0.3836,0.0739,0.417
35.317651,-0.3105,0.3447,-0.0499,0.467
35.343800,-0.3960,0.3552,-0.1165,0.545
35.371104,0.0424,0.7232,0.0455,0.726
35.397843,-0.5274,0.5460,0.3265,0.826
35.421249,-0.0691,0.6743,0.1609,0.697
35.449059,0.2480,0.6230,-0.2385,0.712
35.451965,0.1125,0.3853,-0.6851,0.794
35.479112,0.1120,0.3804,-0.6834,0.790
35.507665,0.3437,0.4139,-0.5123,0.743
35.537057,0.3581,0.3943,-0.5158,0.741
35.566733,-0.1321,0.2854,-0.6277,0.702
35.597553,-0.6580,0.2756,-0.3924,0.814
35.632359,-0.8182,0.4125,-0.1112,0.923
35.659934,-1.1048,0.4249,0.0427,1.184
35.688275,-1.4260,0.3951,0.2549,1.502
35.717005,-1.5315,0.5868,0.3353,1.674
35.745024,-1.4668,0.7962,0.0411,1.670
35.766595,-1.4472,0.9210,-0.1300,1.720
35.792018,-1.5218,0.9995,-0.0130,1.821
35.818219,-1.5853,1.1341,0.0539,1.950
35.844223,-1.6906,1.3047,-0.0047,2.136
35.870608,-1.8636,1.2714,-0.1302,2.260
35.895460,-1.9070,1.1185,-0.0758,2.212
35.920570,-1.7148,0.9758,0.0732,1.974
35.946970,-1.4949,0.8367,0.1423,1.719
35.973957,-1.2755,0.5355,0.0802,1.386
36.001448,-0.9525,0.4967,0.1655,1.087
36.029446,-0.8382,0.4144,0.1634,0.949
36.057691,-0.7237,0.2199,-0.0019,0.756
36.084727,-0.3068,0.2683,-0.0310,0.409
36.112702,0.0414,0.3692,-0.1041,0.386
36.140995,0.1138,0.3741,-0.1344,0.413
36.168583,0.0556,0.3987,-0.0012,0.403
36.206625,-0.1920,0.3941,-0.0415,0.440
36.234009,-0.2497,0.2629,-0.4251,0.559
36.263349,-0.0767,0.1554,-0.5334,0.561
36.292137,-0.3230,0.0628,-0.3264,0.463
36.319822,-0.6259,0.1808,-0.2234,0.689
36.347495,-0.8269,0.2108,-0.2185,0.881
36.375920,-0.8143,0.4454,-0.4557,1.034
36.404056,-1.0016,0.4584,-0.4606,1.194
36.431966,-1.1524,0.5182,-0.4249,1.333
36.459450,-1.3142,0.5988,-0.5067,1.530
36.486798,-1.4873,0.5998,-0.3687,1.646
36.513956,-1.5418,0.6056,-0.0711,1.658
36.542276,-1.5375,0.5507,-0.1244,1.638
36.570464,-1.2220,0.5490,-0.3972,1.397
36.597256,-1.1001,0.4908,-0.5018,1.305
36.624859,-1.3815,0.5211,-0.4615,1.547
36.653088,-1.4080,0.6587,-0.4286,1.612
36.681661,-1.4807,0.7012,-0.3553,1.676
36.709060,-1.6154,0.6951,-0.1139,1.762
36.736936,-1.6875,0.6774,-0.0653,1.820
36.764150,-1.6215,0.7058,-0.1637,1.776
36.792957,-1.6615,0.6552,-0.0902,1.788
36.819283,-1.7468,0.4593,-0.0557,1.807
36.866675,-1.0989,0.4486,-0.1093,1.192
36.906270,-0.4681,0.3489,0.0250,0.584
36.949916,-0.1854,0.3995,0.3180,0.543
36.976871,-0.3051,0.2991,0.1848,0.465
37.004859,-0.6911,0.0874,-0.1999,0.725
37.030584,-0.4954,0.0825,-0.1894,0.537
37.057087,-0.6279,0.0079,-0.5021,0.804
37.083191,-0.5338,0.0324,-1.0862,1.211
37.110858,-0.5245,0.2123,-1.0789,1.218
37.138602,-0.7759,0.2812,-1.0002,1.297
37.172741,-1.1265,0.7315,-0.2423,1.365
37.175389,-1.5369,1.2421,0.5158,2.042
37.207648,-1.5872,1.2648,0.5391,2.100
37.238434,-1.9555,1.4561,0.4765,2.484
37.276188,-1.6051,1.4771,0.1469,2.186
37.307746,-1.0828,1.2162,-0.2367,1.645
37.334136,-1.1126,0.9277,0.0637,1.450
37.361880,-1.0869,0.7428,0.3141,1.353
37.388347,-0.9142,0.6179,0.3956,1.172
37.414809,-0.7833,0.4820,0.1391,0.930
37.442857,-0.5983,0.4337,-0.0827,0.744
37.470341,-0.5059,0.2729,-0.2835,0.641
37.497231,-0.4083,0.1305,-0.1645,0.459
37.524827,-0.2916,0.0643,-0.0585,0.304
37.551899,-0.1497,-0.0639,-0.1219,0.203
37.580854,-0.0726,0.0110,-0.3035,0.312
37.608338,-0.0424,-0.0791,-0.3142,0.327
37.637129,-0.1202,0.0415,-0.4764,0.493
37.665037,-0.2977,0.1400,-0.5700,0.658
37.692979,-0.5369,0.3802,-0.4594,0.802
37.720914,-1.3432,0.4982,-0.4755,1.509
37.748868,-1.7761,0.6424,-0.4828,1.949
37.777178,-1.4546,0.7515,-0.4894,1.709
37.805172,-1.0085,0.6880,-0.1493,1.230
37.833882,-0.8321,0.6589,0.2234,1.085
37.862165,-1.0608,0.7359,0.2435,1.314
37.884284,-1.2347,0.7510,-0.0403,1.446
37.908294,-1.2802,0.8478,-0.2192,1.551
37.938347,-1.3615,0.9878,-0.3816,1.725
37.963326,-1.5865,1.0887,-0.3179,1.950
37.987537,-1.7786,1.0999,-0.1170,2.094
38.012137,-1.7854,1.0437,0.0008,2.068
38.036504,-1.7397,0.9467,0.0727,1.982
38.062092,-1.6530,0.8710,0.0675,1.870
38.089062,-1.5436,0.7440,-0.0946,1.716
38.116838,-1.3871,0.6176,-0.2949,1.547
38.144797,-1.2128,0.4901,-0.2116,1.325
38.172870,-0.8660,0.3464,0.0383,0.934
38.200283,-0.5338,0.2576,0.1569,0.613
38.228182,-0.2013,0.1894,0.2012,0.342
38.257030,0.0422,0.2169,0.1394,0.261
38.284320,0.0102,0.1891,0.0274,0.191
38.312797,0.0712,0.1556,-0.0958,0.196
38.339983,0.2765,0.1051,-0.3611,0.467
38.366901,0.3498,0.1365,-0.7520,0.841
38.369512,0.2000,0.1378,-0.8632,0.897
38.395355,0.1756,0.1502,-0.8671,0.897
38.422027,-0.1031,0.1549,-0.6529,0.679
38.448077,-0.1563,0.2509,-0.5898,0.660
38.475048,-0.4151,0.2746,-0.6106,0.788
38.502436,-0.6611,0.4405,-0.4586,0.917
38.530470,-1.0879,0.4820,-0.2800,1.222
38.533022,-1.2616,0.4945,-0.2094,1.371
38.559981,-1.2795,0.4943,-0.1894,1.385
38.587876,-1.6100,0.4168,0.0390,1.664
38.616167,-1.4979,0.3721,0.2715,1.567
38.643810,-1.1318,0.4777,0.4875,1.322
38.672987,-1.3384,0.5290,0.6502,1.579
38.702117,-1.5648,0.5548,0.4900,1.731
38.731132,-1.4187,0.6033,0.2835,1.567
38.759549,-1.1912,0.6352,-0.2087,1.366
38.762137,-1.3456,0.5690,-0.0552,1.462
38.787779,-1.3859,0.5686,-0.0301,1.498
38.812369,-1.5755,0.5231,0.2838,1.684
38.842027,-1.6694,0.5018,0.5332,1.823
38.868501,-1.4891,0.5512,0.3463,1.625
38.893986,-1.3251,0.5963,0.3427,1.493
38.921905,-1.4080,0.5560,0.3744,1.559
38.943632,-1.4172,0.4270,0.3348,1.518
38.967424,-1.1241,0.3757,0.3849,1.246
38.993508,-0.6918,0.4414,0.4201,0.922
39.020437,-0.4211,0.5314,0.4282,0.802
39.046595,-0.3381,0.5870,0.3905,0.782
39.071779,-0.3623,0.6264,0.3915,0.823
39.095817,-0.3806,0.6320,0.4382,0.858
39.123589,-0.2066,0.6189,0.3998,0.765
39.151174,-0.1106,0.5724,0.3576,0.684
39.179930,0.0095,0.5096,0.2579,0.571
39.208674,0.1099,0.4358,0.2014,0.493
39.235993,0.4563,0.4642,0.1523,0.669
39.262892,0.5182,0.4312,0.0124,0.674
39.291612,0.1798,0.4486,-0.0315,0.484
39.318776,0.1427,0.5551,-0.1823,0.601
39.346052,0.2694,0.6923,-0.1896,0.767
39.373228,-0.2394,0.5551,-0.0975,0.612
39.413264,-0.7332,0.4088,0.1184,0.848
39.440766,-0.6704,0.5299,0.2731,0.897
39.468155,-0.8236,0.6618,0.0218,1.057
39.471412,-1.1162,0.6448,0.0986,1.293
39.498114,-1.1294,0.6555,0.1355,1.313
39.526788,-1.2230,0.8148,0.5074,1.555
39.555844,-1.3794,0.9345,0.4267,1.720
39.585250,-1.4283,1.0117,0.1685,1.758
39.612476,-1.1695,1.0787,0.2908,1.617
39.615195,-1.3940,1.2038,0.2440,1.858
39.640177,-1.4483,1.1982,0.2349,1.894
39.666803,-1.4432,1.3100,0.3218,1.975
39.694365,-1.3757,1.2819,0.9581,2.110
39.721774,-1.3715,1.1290,1.0033,2.040
39.748944,-1.1302,0.9592,0.5925,1.596
39.777587,-0.7370,0.7706,0.3473,1.121
39.804920,-0.5111,0.6252,0.2745,0.853
39.833934,-0.3361,0.5966,0.3432,0.766
39.862783,-0.1937,0.5847,0.3397,0.703
39.890549,-0.2511,0.4989,0.2310,0.604
39.920225,-0.2902,0.4376,0.0597,0.528
39.945108,-0.3207,0.3638,0.0306,0.486
39.972285,-0.2597,0.2958,0.0162,0.394
39.994168,-0.1502,0.3054,-0.0103,0.340
40.019137,-0.1425,0.3271,0.0162,0.357
40.066478,-0.0864,0.4121,0.1452,0.445
40.070009,-0.0468,0.5968,0.0346,0.600
40.104800,-0.0435,0.6015,0.0372,0.604
40.146440,0.0935,0.7312,-0.0860,0.742
40.175981,0.0861,0.7750,-0.1493,0.794
40.206464,-0.3014,0.5504,-0.4305,0.761
40.234508,-0.7076,0.4134,-0.4200,0.921
40.263003,-0.8118,0.4661,-0.1237,0.944
40.291442,-1.1018,0.6000,0.2146,1.273
40.320274,-1.2054,0.6159,0.3178,1.390
40.349247,-1.2201,0.6582,0.5081,1.476
40.376021,-1.4069,0.7791,0.1117,1.612
40.404001,-1.4421,0.9650,-0.1523,1.742
40.432986,-1.5482,1.0034,0.0120,1.845
40.461157,-1.3024,1.1539,0.1482,1.746
40.489163,-1.0708,1.3706,0.4662,1.801
40.518161,-1.6474,1.3684,0.6881,2.249
40.546789,-1.8194,1.2853,0.3966,2.263
40.577075,-1.6748,0.9091,0.0241,1.906
40.606501,-1.2024,0.5724,0.0174,1.332
40.636169,-0.7722,0.4300,0.2063,0.908
40.666054,-0.6650,0.2974,0.1328,0.740
40.694300,-0.3271,0.2925,0.0891,0.448
40.723865,-0.0288,0.2995,0.0502,0.305
40.752042,-0.1099,0.3462,-0.1354,0.388
40.780770,-0.1744,0.4168,-0.3836,0.593
40.809360,-0.1583,0.3685,-0.4782,0.624
40.836639,-0.2382,0.3523,-0.3017,0.521
40.861511,-0.1018,0.4507,-0.0685,0.467
40.886433,0.0684,0.6117,0.1201,0.627
40.911224,0.0771,0.5761,-0.0689,0.585
40.938979,-0.1097,0.5348,-0.0641,0.550
40.966263,-0.3403,0.4859,0.0886,0.600
40.992585,-0.3664,0.4796,0.2894,0.669
41.020265,-0.4575,0.4976,0.2557,0.723
41.042482,-0.7383,0.5062,0.2337,0.925
41.081066,-0.8036,0.5460,0.4140,1.056
41.104861,-0.8532,0.6616,0.4489,1.169
41.131104,-1.0104,0.6811,0.4672,1.305
41.156131,-1.2697,0.7125,0.6016,1.575
41.158714,-1.7053,0.8020,0.4464,1.937
41.181848,-1.7486,0.8023,0.4073,1.967
41.206268,-1.9394,0.8069,0.0621,2.101
41.232797,-1.7925,0.8057,-0.0289,1.966
41.261378,-1.7014,0.6159,0.0653,1.811
41.290021,-0.5399,0.6469,0.2009,0.866
41.318098,-0.7476,0.3431,0.1310,0.833
41.344705,-0.8497,0.3389,0.2645,0.952
41.371829,-0.6103,0.4356,0.0856,0.755
41.398681,-0.7691,0.4067,0.0185,0.870
41.427754,-0.9943,0.4324,-0.0726,1.087
41.456463,-1.0940,0.3571,-0.0037,1.151
41.485015,-1.1397,0.3762,0.2882,1.234
41.514592,-1.2963,0.3736,0.3810,1.402
41.543450,-0.9911,0.3967,0.4469,1.157
41.572942,-0.7503,0.4528,0.6106,1.068
41.601355,-0.7671,0.4100,0.6712,1.099
41.630512,-0.9328,0.3704,0.5452,1.142
41.657978,-0.8707,0.3298,0.4047,1.015
41.684793,-0.0882,0.5441,0.3106,0.633
41.712074,-0.3916,0.4067,0.2598,0.622
41.738350,-0.6168,0.4014,0.1948,0.761
41.775716,-0.6890,0.4980,0.1238,0.859
41.803988,-0.7055,0.6142,0.5191,1.070
41.832769,-0.7668,0.8341,0.5992,1.282
41.861810,-0.8096,0.9511,0.5484,1.364
41.889831,-0.7388,1.0425,0.6715,1.443
41.925173,-0.6337,1.1090,0.6383,1.428
41.961894,-0.6865,0.9401,0.3649,1.220
41.989204,-0.6042,0.8170,0.2642,1.050
42.018223,-0.3452,0.7435,0.2058,0.845
42.046817,-0.1651,0.6254,0.1355,0.661
42.076174,-0.1646,0.5893,0.1452,0.629
42.098253,-0.3122,0.5143,0.0272,0.602
42.124144,-0.3014,0.4950,-0.0176,0.580
42.149798,-0.2604,0.4219,0.0539,0.499
42.176005,-0.6254,0.3753,0.1331,0.741
42.200242,-0.9709,0.3589,-0.1471,1.046
42.224779,-0.8463,0.3599,-0.5470,1.070
42.249860,-0.7454,0.3277,-0.8717,1.193
42.274176,-0.8257,0.3841,-0.7261,1.165
42.301745,-1.0622,0.4021,-0.3731,1.196
42.329687,-1.0896,0.5126,-0.0853,1.207
42.356845,-1.2428,0.5172,0.1230,1.352
42.385883,-1.5030,0.6142,0.2696,1.646
42.415335,-1.7023,0.7447,0.2931,1.881
42.444113,-1.5844,0.7664,0.1133,1.764
42.472393,-1.5247,0.7202,0.1564,1.693
42.500835,-1.7085,0.6939,0.3937,1.886
42.537242,-1.6379,0.6103,0.4968,1.817
42.568778,-1.2355,0.4740,0.4513,1.398
42.595221,-0.9802,0.4530,0.8531,1.376
42.622912,-1.2809,0.4833,0.8494,1.611
42.648443,-1.1863,0.3567,0.8032,1.476
42.674371,-0.6801,0.1996,0.8489,1.106
42.700792,-0.4060,0.1009,0.6295,0.756
42.727481,-0.1332,0.1686,0.3800,0.437
42.755928,0.0437,0.1930,0.0165,0.199
42.782970,0.1406,0.2751,-0.4694,0.562
42.812281,0.2130,0.3450,-0.4840,0.631
42.840788,0.1609,0.2830,-0.4005,0.516
42.868037,-0.4735,0.0994,-0.5898,0.763
42.896613,-0.8961,0.0445,-0.7725,1.184
42.924939,-1.1006,0.2015,-0.7635,1.355
42.952923,-1.2110,0.2741,-0.5041,1.340
42.981034,-1.7021,0.3936,-0.2588,1.766
43.010353,-1.8045,0.6678,-0.3727,1.960
43.039442,-1.6515,0.8551,-0.5097,1.928
43.067965,-1.5868,1.0582,-0.6091,2.002
43.095960,-1.4468,1.2567,-0.7342,2.052
43.124141,-1.4754,1.3354,-0.5920,2.076
43.148692,-1.6550,1.3584,-0.3240,2.165
43.195618,-1.7730,1.2326,-0.1342,2.163
43.222327,-1.5868,0.9110,0.1704,1.838
43.247763,-1.3589,0.6613,0.1536,1.519
43.272424,-1.0048,0.4612,-0.0310,1.106
43.295036,-0.6773,0.3906,-0.1610,0.798
43.323949,-0.4866,0.3105,-0.1784,0.604
43.351949,-0.3127,0.1882,-0.1137,0.382
43.378112,-0.2252,0.1652,0.0087,0.279
43.405964,-0.1742,0.1766,0.0414,0.252
43.434344,-0.2951,0.1219,-0.0836,0.330
43.463128,-0.2276,0.0836,-0.1803,0.302
43.491215,-0.0464,0.0584,-0.2744,0.284
43.519137,0.1465,0.2052,-0.2879,0.383
43.548101,0.1125,0.2944,-0.2819,0.423
43.574084,0.1136,0.3818,-0.2905,0.493
43.601701,-0.0528,0.4241,-0.3841,0.575
43.630067,-0.7176,0.3384,-0.4214,0.898
43.658272,-1.5233,0.3210,-0.5666,1.657
43.685999,-1.4329,0.3834,-0.4987,1.565
43.714439,-1.3671,0.4063,0.0318,1.427
43.742868,-1.6852,0.5294,-0.1447,1.772
43.770719,-2.0561,0.6531,-0.4063,2.195
43.798005,-2.0532,0.8590,-0.2194,2.236
43.828135,-1.6086,1.1871,-0.2331,2.013
43.856603,-1.5140,1.4395,-0.3433,2.117
43.885483,-1.6620,1.5406,-0.1125,2.269
43.914243,-1.8196,1.4466,0.3453,2.350
43.942571,-1.7859,1.0789,0.4567,2.136
43.970767,-1.4090,0.6592,0.2591,1.577
44.000018,-0.9794,0.2563,0.1282,1.020
44.030062,-0.6550,0.0081,0.1711,0.677
44.060311,-0.4244,-0.1220,0.1364,0.462
44.092088,0.1644,-0.0378,0.1240,0.209
44.121350,0.1416,-0.0407,-0.0767,0.166
44.151800,0.1074,-0.0683,-0.2309,0.264
44.179178,0.1861,0.0711,-0.1209,0.233
44.202077,0.0043,-0.0239,-0.3257,0.327
44.237130,0.0649,0.0135,-0.5576,0.561
44.278045,-0.1832,-0.0570,-0.5468,0.580
44.305721,-0.7109,0.0103,-0.5495,0.899
44.332242,-1.4138,0.2282,-0.3069,1.465
44.360481,-1.8646,0.4442,-0.2495,1.933
44.387585,-2.1023,0.6580,-0.3631,2.233
44.416214,-2.0610,0.8835,-0.5703,2.314
44.445096,-1.8174,1.0242,-0.8724,2.261
44.474019,-1.7579,1.0452,-0.9345,2.249
44.503972,-1.4570,1.0510,-0.4740,1.858
44.533296,-1.2589,1.1376,0.1313,1.702
44.562470,-1.2746,1.2140,0.0870,1.762
44.590770,-1.2101,1.3093,-0.1197,1.787
44.617222,-1.4043,1.2562,-0.0943,1.887
44.645414,-1.5077,1.0613,0.0031,1.844
44.673890,-1.3828,0.7779,0.0355,1.587
44.703838,-1.1216,0.5118,0.0185,1.233
44.732249,-0.7515,0.3699,0.0048,0.838
44.761871,-0.3110,0.2245,-0.1158,0.401
44.790912,0.0088,0.2196,-0.1796,0.284
44.820907,0.0417,0.0296,-0.1370,0.146
44.848799,0.1648,-0.0006,-0.0731,0.180
44.877539,0.2711,0.0284,-0.1246,0.300
44.906999,0.2415,-0.0832,-0.3685,0.448
44.933265,0.2594,-0.0316,-0.3836,0.464
44.957862,0.1238,-0.1106,-0.4286,0.460
44.984741,-0.2614,-0.2054,-0.4857,0.589
45.013399,-0.8753,-0.0917,-0.2302,0.910
45.044090,-1.5695,0.0396,-0.2952,1.598
45.073783,-1.7241,0.1847,-0.4626,1.795
45.102147,-1.5408,0.4556,-0.3462,1.644
45.130908,-1.7861,0.5516,-0.7147,2.001
