time,gFx,gFy,gFz,TgF
42.402851,-1.2138,0.2311,-0.9737,1.573
42.423916,-1.4573,0.2800,-0.8556,1.713
42.443944,-1.4057,0.2925,-0.7913,1.639
42.465011,-1.1085,0.3073,-0.6988,1.346
42.485455,-0.8015,0.2418,-0.5485,1.001
42.506559,-0.4973,0.2020,-0.3697,0.652
42.527797,-0.4524,0.2382,-0.2663,0.577
42.549057,-0.5695,0.2604,-0.2835,0.687
42.570833,-0.6992,0.2765,-0.3313,0.822
42.591627,-0.6811,0.3289,-0.3184,0.821
42.612340,-0.7432,0.4381,-0.5263,1.011
42.633936,-0.9985,0.4214,-0.9394,1.434
42.654599,-1.4658,0.4044,-1.2075,1.942
42.675422,-1.7199,0.3975,-1.0755,2.067
42.693578,-1.8013,0.3951,-0.7566,1.993
42.715340,-1.5932,0.4172,-0.8854,1.870
42.736696,-1.4751,0.3601,-1.1366,1.897
42.757948,-1.4952,0.2846,-0.8882,1.762
42.795435,-1.6193,0.2472,-0.3592,1.677
42.817924,-1.6442,0.2157,-0.1095,1.662
42.852238,-1.5115,0.0985,0.2559,1.536
42.869786,-1.0127,0.1603,0.5911,1.183
42.888239,-0.8495,0.2008,0.4128,0.966
42.906342,-0.7265,0.2475,0.2938,0.822
42.927326,-0.5607,0.3042,0.2471,0.684
42.947475,-0.3127,0.3741,0.2808,0.563
42.969153,-0.2250,0.3277,0.4128,0.573
42.989491,-0.1879,0.2297,0.5699,0.643
43.009729,-0.1483,0.1745,0.6514,0.690
43.029217,-0.0701,0.0225,0.6465,0.651
43.050401,0.1197,-0.0314,0.6004,0.613
43.072093,0.3828,-0.0106,0.4636,0.601
43.093766,0.5228,-0.0087,0.2325,0.572
43.115553,0.5369,0.0151,-0.0362,0.538
43.136162,0.5843,0.0518,-0.2229,0.627
43.158606,0.6330,0.1132,-0.3404,0.728
43.180670,0.6617,0.2055,-0.5109,0.861
43.202758,0.4373,0.2653,-0.6585,0.834
43.224570,0.0212,0.3623,-0.6907,0.780
43.246994,-0.9110,0.5751,-0.4596,1.171
43.266374,-2.0097,0.6702,0.0050,2.119
43.287397,-2.5382,0.7500,0.5967,2.713
43.310593,-2.8567,0.8155,1.3062,3.245
43.332992,-2.3090,0.8666,2.0213,3.189
43.355659,-1.4739,0.8376,1.8638,2.519
43.378826,-0.8360,0.7569,1.3067,1.726
43.401742,-0.4381,0.7554,0.6707,1.101
43.423669,-0.4148,0.8407,0.2552,0.972
43.445362,-0.4756,0.8977,0.2093,1.037
43.466614,-0.3799,0.9315,0.3621,1.069
43.487279,-0.4879,0.9077,0.5799,1.182
43.509727,-0.7244,0.8917,0.8677,1.440
43.531459,-0.9834,0.8468,1.0961,1.699
43.566339,-1.1730,0.7740,1.1997,1.848
43.588274,-0.9970,0.6841,1.3043,1.779
43.612497,-0.7383,0.6208,1.1555,1.505
43.635565,-0.5182,0.5043,0.6957,1.003
43.658578,-0.2824,0.4319,0.3236,0.609
43.680839,-0.0095,0.3743,0.1115,0.391
43.704003,0.1763,0.3401,-0.0010,0.383
43.728416,0.2625,0.2883,-0.0926,0.401
43.750883,0.4216,0.3335,-0.2907,0.611
43.773345,0.3894,0.3179,-0.4484,0.674
43.795593,0.2931,0.4561,-0.5625,0.781
43.817537,0.3710,0.6052,-0.5844,0.919
43.840253,0.5389,0.7754,-0.4564,1.049
43.875155,0.3940,0.7493,-0.3252,0.907
43.894276,0.1348,0.9572,-0.2456,0.997
43.914136,0.0293,0.8688,-0.4794,0.993
43.934036,0.0400,0.7581,-0.4769,0.897
43.953190,0.0664,0.7887,-0.3480,0.865
43.975173,-0.3748,0.7100,-0.1186,0.812
43.997649,-1.1568,0.5668,0.1709,1.300
44.020603,-1.2480,0.6310,0.4020,1.455
44.053915,-0.9872,0.8216,0.4580,1.364
44.074293,-0.5655,0.9164,0.1147,1.083
44.094610,-0.8849,0.8859,0.1017,1.256
44.115684,-1.6379,0.7273,-0.0140,1.792
44.139072,-1.8480,0.5903,-0.2681,1.958
44.162377,-1.4236,0.5835,-0.2793,1.564
44.184866,-1.0955,0.5278,-0.2336,1.238
44.206858,-1.0573,0.4383,-0.4112,1.216
44.228489,-1.1621,0.3401,-0.6870,1.392
44.255987,-1.0056,0.2704,-0.6269,1.215
44.281157,-0.8414,0.2531,-0.3371,0.941
44.304753,-0.7435,0.3552,-0.2448,0.860
44.327602,-0.5531,0.3648,-0.2145,0.696
44.351564,-0.3771,0.4265,-0.1405,0.586
44.375534,-0.5057,0.6064,-0.2509,0.829
44.399913,-0.6359,0.8573,-0.4962,1.177
44.424196,-1.0273,0.9680,-0.7354,1.592
44.447528,-0.9173,0.9972,-0.5385,1.458
44.470169,-0.6958,1.0474,-0.1974,1.273
44.492483,-0.6142,0.9807,-0.0310,1.158
44.516781,-0.5003,0.9240,0.0089,1.051
44.540552,-0.4307,0.9113,0.1040,1.013
44.563630,-0.4127,0.9345,0.1117,1.028
44.587139,-0.5001,1.0557,0.0304,1.169
44.610697,-1.0879,1.1360,-0.0914,1.576
44.634972,-1.2482,1.2140,-0.2285,1.756
44.659081,-1.1321,1.2389,-0.1803,1.688
44.682132,-1.5655,0.9404,-0.0872,1.828
44.705483,-1.3014,0.7234,0.2791,1.515
44.727671,-0.5760,0.4884,0.6637,1.005
44.750372,-0.3433,0.3286,1.2996,1.384
44.774935,-0.8062,0.0531,1.6439,1.832
44.799977,-1.6235,-0.1983,1.4257,2.170
44.824275,-1.1871,-0.2227,0.8232,1.462
44.849433,-0.4768,0.0848,0.4094,0.634
44.890613,-0.4427,0.2380,-0.1132,0.515
44.910208,-0.4476,0.2812,0.1650,0.554
44.943335,-0.3547,0.3003,0.3209,0.565
44.965835,-0.3799,0.3345,0.5789,0.769
44.988528,-0.6326,0.2057,0.7418,0.996
45.010525,-0.3626,0.2521,0.8748,0.980
45.031894,-0.1549,0.4197,0.9771,1.075
45.054853,-0.2315,0.4307,0.9153,1.038
45.078930,-0.2804,0.4319,0.7968,0.949
45.103624,-0.2709,0.4265,0.8115,0.956
45.127819,-0.3664,0.4095,0.7942,0.966
45.152493,-0.3342,0.3972,0.7639,0.924
45.177338,-0.2399,0.4151,0.5322,0.716
45.201031,-0.2912,0.2886,0.4832,0.634
45.226851,-0.1476,0.2839,0.5631,0.648
45.251533,-0.2641,0.3608,0.3101,0.544
45.275277,-0.2259,0.4549,-0.0604,0.511
45.297379,-0.2380,0.4847,-0.0496,0.542
45.321462,-0.3377,0.5812,0.3556,0.760
45.347007,-0.6867,0.5500,0.6378,1.087
45.389602,-0.9228,0.4789,0.8482,1.342
45.415427,-1.0915,0.3484,1.1257,1.606
45.440766,-1.5734,0.4097,0.5743,1.724
45.465375,-1.6240,0.4713,0.1101,1.695
45.489691,-1.2765,0.4808,0.1755,1.375
45.513682,-1.0620,0.4376,0.3959,1.215
45.539052,-0.9330,0.3531,0.4445,1.092
45.564232,-0.7202,0.3921,0.3624,0.897
45.589134,-0.6552,0.3513,0.4247,0.856
45.615626,-0.5944,0.4109,0.6432,0.967
45.641397,-0.6829,0.4645,0.4562,0.943
45.666584,-0.9494,0.4212,0.6255,1.212
45.691839,-0.8688,0.5339,1.0365,1.454
45.695465,-0.8216,0.7474,1.0776,1.547
45.719404,-0.8094,0.7735,1.1047,1.573
45.744053,-0.6643,0.6648,1.4855,1.758
45.768480,-0.7715,0.5318,1.8831,2.103
45.792620,-0.9860,0.3296,1.5405,1.859
45.817327,-0.9550,0.4493,1.6265,1.939
45.842572,-2.3230,0.3567,1.3563,2.713
45.868435,-2.8695,-0.0167,0.4350,2.902
45.893208,-1.8182,-0.1059,0.2232,1.835
45.919003,-1.4614,-0.3512,-0.2637,1.526
45.944521,-0.7097,-0.1401,-0.8214,1.095
45.965560,-0.1756,-0.0278,-0.9413,0.958
46.007156,0.0966,-0.0085,-0.8018,0.808
46.030102,0.1770,0.1691,-0.9233,0.955
46.053322,0.3967,0.2013,-0.8679,0.975
46.076612,0.3092,0.1307,-0.5434,0.639
46.099074,-0.2215,0.0503,-0.0545,0.234
46.125256,-1.3247,0.0811,0.1948,1.341
46.151012,-2.4040,0.3051,-0.0124,2.423
46.176937,-2.1646,0.6474,0.3605,2.288
46.201617,-2.6207,0.8253,0.8303,2.870
46.227494,-2.5282,1.0452,0.5037,2.782
46.254074,-1.5734,1.1248,0.4521,1.986
46.280145,-1.2634,1.0371,0.6583,1.762
46.305351,-1.3579,0.7882,0.3483,1.608
46.332582,-1.1444,0.6533,0.1364,1.325
46.358729,-1.0679,0.5719,0.3896,1.272
46.383686,-1.2406,0.4918,0.4215,1.400
46.410512,-1.3281,0.3672,0.2379,1.398
46.436810,-1.0666,0.3347,0.0036,1.118
46.461612,-0.9024,0.4226,-0.1735,1.012
46.487678,-0.8175,0.4681,-0.2766,0.982
46.513508,-0.8025,0.5116,-0.2383,0.981
46.539442,-0.7202,0.5258,-0.0943,0.897
46.564890,-0.6547,0.5851,0.1318,0.888
46.590168,-0.7263,0.5316,0.0986,0.905
46.615818,-0.7879,0.4439,-0.0482,0.906
46.641039,-0.6748,0.4344,-0.0721,0.806
46.666773,-0.6487,0.4466,0.0434,0.789
46.694099,-0.6941,0.4479,-0.0758,0.830
46.720586,-0.7076,0.4197,-0.2104,0.849
46.747581,-0.6462,0.5656,-0.4032,0.949
46.775262,-0.4747,0.7615,-0.4559,1.007
46.801889,-0.4591,0.9399,-0.4130,1.125
46.829050,-0.5814,0.9303,-0.3995,1.168
46.855809,-0.5670,0.8944,-0.4363,1.145
46.880927,-0.4263,0.8561,-0.3787,1.029
46.906292,-0.2578,0.7811,-0.2178,0.851
46.932408,-0.1763,0.6773,-0.1004,0.707
46.958138,-0.0200,0.5612,-0.0641,0.565
46.984877,0.0833,0.4984,-0.1415,0.525
47.012403,0.2084,0.5221,-0.2612,0.620
47.034059,-0.1004,0.5775,-0.4740,0.754
47.061109,-0.6426,0.5641,-0.7391,1.130
47.095141,-1.2611,0.6054,-1.0823,1.769
47.117498,-1.3698,0.7633,-0.8945,1.805
47.140993,-1.0405,0.7610,-0.4170,1.355
47.166339,-0.9827,0.6780,-0.1121,1.199
47.191724,-1.0242,0.6240,0.0802,1.202
47.218463,-0.9701,0.5353,0.1755,1.122
47.244421,-0.8597,0.4400,0.3341,1.022
47.269780,-0.9410,0.4039,0.4164,1.105
47.295926,-1.0838,0.3757,0.3861,1.210
47.322810,-1.1812,0.3452,0.4521,1.311
47.350494,-1.0510,0.3596,0.5715,1.249
47.376878,-0.9921,0.3391,0.5166,1.169
47.404576,-0.8231,0.4063,0.2882,0.962
47.431389,-0.6764,0.5670,-0.0399,0.884
47.458769,-0.6188,0.7312,-0.1298,0.967
47.486773,-0.9203,0.8593,-0.0028,1.259
47.515576,-1.5724,0.9548,0.0082,1.840
47.542325,-1.6610,0.9990,0.1655,1.945
47.568818,-1.6112,0.9392,0.4020,1.908
47.595903,-1.5225,0.7738,0.2251,1.723
47.621822,-1.1968,0.6403,0.1995,1.372
47.649481,-0.9088,0.5287,0.3412,1.105
47.676591,-0.8182,0.4221,0.2442,0.952
47.703710,-0.7556,0.4058,0.1423,0.869
47.731284,-0.8047,0.4608,0.1174,0.935
47.757544,-0.8951,0.5616,0.2601,1.088
47.784639,-1.0943,0.5895,0.3416,1.289
47.812770,-1.1607,0.5546,0.2671,1.314
47.839451,-0.8753,0.5089,0.1968,1.031
47.866567,-0.5970,0.4705,0.1814,0.782
47.893569,-0.3631,0.3664,0.1641,0.541
47.920415,-0.2133,0.3128,0.1298,0.400
47.962671,-0.0791,0.3071,-0.0345,0.319
47.989633,-0.0662,0.3911,-0.5211,0.655
48.016767,-0.1385,0.4852,-0.5527,0.748
48.043465,-0.1043,0.5419,-0.2807,0.619
48.069772,-0.3051,0.5367,0.0502,0.619
48.093922,-0.7681,0.4791,0.1767,0.922
48.121188,-0.6921,0.4422,-0.0222,0.822
48.146660,-0.5502,0.4407,-0.1366,0.718
48.171246,-0.1763,0.5881,-0.3084,0.687
48.195474,-0.1903,0.6985,-0.2050,0.752
48.219997,-0.6680,1.0354,0.4313,1.305
48.243092,-1.6212,1.7100,0.6197,2.436
48.268565,-2.8653,2.0598,0.8237,3.624
48.295779,-2.7314,2.2106,0.6180,3.568
48.322861,-1.5287,2.0291,0.2945,2.557
48.349666,-0.8966,1.5160,0.5163,1.835
48.377408,-0.5043,0.9956,0.7506,1.345
48.403944,-0.1744,0.7117,0.7087,1.019
48.433493,0.2235,0.5278,0.4711,0.742
48.460437,0.4683,0.5085,0.2400,0.732
48.498021,0.4062,0.4342,-0.0233,0.595
48.524530,0.2753,0.2834,-0.3474,0.526
48.550439,0.3361,0.2937,-0.2529,0.513
48.576724,0.0561,0.3330,-0.1589,0.373
48.603204,-0.5394,0.2927,-0.2734,0.672
48.631707,-0.9594,0.2294,-0.3424,1.044
48.659596,-1.0373,0.4398,-0.2209,1.148
48.687414,-0.4341,0.5651,-0.3235,0.783
48.714046,-0.0703,0.7281,-0.5204,0.898
48.742236,-0.0985,0.8524,-0.5974,1.046
48.770557,0.1026,1.2215,-0.1720,1.238
48.797865,0.3664,1.5069,0.3075,1.581
48.825327,0.5804,1.7903,0.8923,2.083
48.853778,0.2874,1.6816,1.2747,2.130
48.882904,0.4272,1.5269,1.1706,1.971
48.911832,0.2818,1.2978,0.3600,1.376
48.939698,0.1304,1.2147,-0.1107,1.227
48.967583,0.2706,1.1570,0.2698,1.219
48.996766,0.6936,1.0251,0.6756,1.410
49.024607,0.8315,0.7985,0.4985,1.256
49.053645,0.7001,0.4676,0.0802,0.846
49.082566,0.4810,0.1688,-0.0059,0.510
49.110253,-0.2357,-0.0346,-0.4720,0.529
49.149959,-1.1529,0.0242,-0.5351,1.271
49.171597,-0.6704,0.2059,0.0038,0.701
49.195981,-0.4172,0.1302,0.2198,0.489
49.222753,-0.3554,0.1507,0.2486,0.459
49.247466,-0.3154,0.2148,0.0861,0.391
49.273473,-0.6293,0.2555,0.1226,0.690
49.299389,-0.9799,0.5439,0.1420,1.130
49.325420,-1.1057,1.1114,0.1098,1.572
49.352592,-1.2572,1.2372,-0.0520,1.765
49.381107,-1.0866,1.6326,0.3688,1.995
49.408639,-0.6738,2.0212,0.8014,2.276
49.437636,-0.3393,2.1353,1.0793,2.417
49.464517,-0.3281,1.9252,0.9437,2.169
49.493366,-0.1766,1.7899,0.6935,1.928
49.522773,-0.3466,1.3575,0.3192,1.437
49.551263,-0.0982,0.9949,0.0136,1.000
49.579727,0.3237,0.8426,-0.2351,0.933
49.609011,0.6083,0.7464,-0.2246,0.989
49.637930,0.5860,0.5416,-0.2658,0.841
49.666489,0.2638,0.3171,-0.3895,0.567
49.695065,0.1257,0.1737,-0.3130,0.379
49.724568,0.0034,0.1317,-0.0394,0.138
49.754693,-0.1646,0.2103,0.0255,0.268
49.784702,-0.5873,0.3471,0.0536,0.684
49.813867,-0.3860,0.6951,0.3075,0.852
49.842787,-0.5299,1.0867,0.1797,1.222
49.873162,-0.3889,1.3044,-0.0892,1.364
49.901600,-0.2797,1.3327,-0.2500,1.385
49.930489,0.0991,1.3435,-0.0972,1.351
49.960219,0.4262,1.4971,0.2559,1.578
49.985765,0.5357,1.5441,0.3075,1.663
50.011451,0.5643,1.5353,0.0341,1.636
50.047486,0.5460,1.4588,-0.0550,1.559
50.082082,0.5201,1.2841,-0.0567,1.387
50.109989,0.6466,1.1661,-0.1659,1.344
50.140555,0.8951,1.0750,-0.0042,1.399
50.169976,0.9193,0.9429,-0.1368,1.324
50.198078,0.8040,0.7564,-0.3033,1.145
50.223323,0.6459,0.5807,-0.3318,0.930
50.251312,0.4891,0.3939,-0.2714,0.684
50.276948,0.3379,0.2108,-0.2329,0.461
50.303020,0.1062,0.1176,-0.0814,0.178
50.329972,-0.0442,0.0811,0.1379,0.166
50.355265,-0.4688,0.1414,0.4303,0.652
50.381380,-0.9887,0.1234,0.5281,1.128
50.409354,-0.8802,0.3056,0.6437,1.132
50.439592,-0.4465,0.5120,0.4548,0.818
50.469835,-0.1668,0.7410,0.2775,0.809
50.498648,-0.1285,1.1546,0.1115,1.167
50.528307,0.1632,1.5765,-0.3250,1.618
50.558855,0.1639,1.5614,0.1108,1.574
50.589056,0.1970,1.8532,0.8967,2.068
50.618702,0.0153,1.8907,0.9950,2.137
50.649351,-0.2516,1.7625,0.9923,2.038
50.678537,-0.5187,1.5519,0.9793,1.907
50.706407,0.0229,1.5082,0.8296,1.721
50.734454,0.4844,1.4256,0.8286,1.719
50.761006,0.4387,1.3066,0.8603,1.625
50.787177,0.3139,1.1388,0.3581,1.234
50.812806,0.5086,0.9534,0.2605,1.112
50.841814,0.7558,0.7691,0.5498,1.210
50.866777,0.5611,0.5131,0.6160,0.979
50.893794,0.3508,0.3242,0.5007,0.692
50.920368,0.2540,0.2008,0.3803,0.499
50.947058,-0.2164,0.1747,-0.1251,0.305
50.974532,-0.7327,0.2809,-0.4363,0.898
51.000255,-0.9389,0.5187,-0.2553,1.103
51.034000,-0.9921,0.6233,0.1888,1.187
51.063315,-0.4476,0.8018,0.3910,0.998
51.134516,-0.1419,0.6909,0.3067,0.769
60.783785,0.1546,0.6790,0.5824,0.908
60.805028,0.2000,0.6406,0.7770,1.027
60.822586,0.1334,0.6208,0.6691,0.922
60.835283,0.0503,0.5318,0.6637,0.852
60.837879,-0.0137,0.4952,0.7599,0.907
60.841076,-0.0193,0.4835,0.7795,0.917
60.857028,-0.0268,0.4676,0.8256,0.949
60.872348,0.0036,0.4214,0.9830,1.069
60.876220,0.0622,0.4056,1.0260,1.105
60.889579,0.0677,0.4053,1.0336,1.112
60.895151,0.0779,0.4039,0.9722,1.056
60.906918,0.0786,0.4041,0.9600,1.045
60.910750,0.0544,0.4104,0.9014,0.992
60.928078,0.0491,0.4165,0.8911,0.985
60.945212,-0.0444,0.4092,0.8296,0.926
60.960843,-0.0537,0.4622,0.8215,0.944
60.976957,-0.0335,0.5120,0.7746,0.929
60.993290,0.0107,0.5868,0.6961,0.911
61.009117,0.0080,0.6529,0.6111,0.894
61.025120,-0.2345,0.7577,0.5210,0.949
61.042280,-0.4341,0.8534,0.4280,1.049
61.057825,-0.4759,0.9257,0.5135,1.161
61.073828,-0.5572,1.0310,0.7082,1.369
61.092192,-0.7500,1.0820,0.8128,1.547
61.108066,-0.9105,1.1764,0.7120,1.649
61.124205,-0.9846,1.2284,0.5361,1.663
61.142087,-0.9862,1.2469,0.4389,1.649
61.157281,-0.9846,1.2700,0.3966,1.655
61.173557,-0.9574,1.2252,0.3505,1.594
61.191616,-0.8895,1.1524,0.2540,1.478
61.207865,-0.8641,1.0095,0.2205,1.347
61.223892,-0.8262,0.8549,0.2349,1.212
61.240096,-0.6872,0.6790,0.2664,1.002
61.256597,-0.4732,0.5429,0.3094,0.784
61.274084,-0.2462,0.3885,0.3495,0.578
61.289860,-0.0471,0.2883,0.5325,0.607
61.313846,0.1160,0.2995,0.6673,0.741
61.332015,0.0959,0.3056,0.6062,0.686
61.348165,0.0156,0.3068,0.4797,0.570
61.367669,-0.1526,0.2087,0.5659,0.622
61.385585,-0.0561,0.2201,0.8254,0.856
61.403101,0.2096,0.3110,0.9989,1.067
61.419643,0.2704,0.4275,1.0164,1.135
61.437121,0.0444,0.3995,0.9309,1.014
61.455728,-0.2020,0.3457,0.9258,1.009
61.474867,-0.1656,0.2809,0.9761,1.029
61.493742,-0.0982,0.3166,0.8777,0.938
61.523076,-0.4080,0.4884,0.6961,0.943
61.544958,-1.1043,1.0203,-0.2514,1.524
61.562638,-1.4013,1.3032,-0.5146,1.982
61.583839,-1.7524,1.4982,-0.4976,2.359
61.602589,-2.1821,1.5632,-0.3218,2.703
61.627223,-2.2883,1.6650,-0.0911,2.831
61.645102,-2.0994,1.6071,0.1758,2.650
61.672135,-1.7957,1.4869,0.3783,2.362
61.690506,-1.3638,1.3244,0.5757,1.986
61.708810,-1.1996,1.1732,0.5987,1.781
61.728154,-1.0549,1.0161,0.4035,1.519
61.747995,-0.8741,0.9096,0.3295,1.304
61.767169,-0.7414,0.7593,0.3586,1.120
61.795169,-0.6017,0.5951,0.3485,0.915
61.811775,-0.2900,0.3447,0.2796,0.530
61.828762,-0.0335,0.2260,0.2635,0.349
61.845482,0.1790,0.0926,0.3451,0.400
61.866247,0.1930,0.0384,0.6207,0.651
61.887403,0.0204,0.0860,0.8885,0.893
61.907784,-0.7612,0.0047,0.9940,1.252
61.928164,-1.2154,0.0298,1.0069,1.579
61.952400,-0.4556,0.2331,0.9317,1.063
61.973676,0.4255,0.4608,0.5715,0.849
61.991414,0.3039,0.5045,0.2889,0.656
62.010704,-0.0007,0.5423,0.2173,0.584
62.028776,-0.2573,0.5465,0.1455,0.621
62.051741,-0.4517,0.5768,-0.0533,0.735
62.069901,-0.8108,0.6762,-0.0320,1.056
62.087441,-1.4162,0.8160,-0.2891,1.660
62.108427,-1.8304,0.9557,-0.6257,2.158
62.131414,-1.8267,1.0801,-0.8715,2.294
62.151293,-1.8301,1.2296,-0.9206,2.389
62.169762,-2.1532,1.2308,-1.1281,2.725
62.188400,-2.0671,1.3731,-1.5283,2.914
62.209134,-1.7167,1.3100,-1.7212,2.762
62.227789,-1.3713,1.2509,-1.4428,2.351
62.246901,-1.3892,1.0564,-1.0655,2.045
62.265672,-1.4828,0.8964,-0.7073,1.871
62.281911,-1.5001,0.7512,-0.4601,1.740
62.301869,-1.4380,0.6313,-0.3516,1.609
62.320879,-1.2017,0.4305,-0.2190,1.295
62.340176,-0.8930,0.2460,-0.0831,0.930
62.360467,-0.5812,0.0755,0.0472,0.588
62.382452,-0.2778,-0.1772,0.2799,0.432
62.401630,-0.0251,-0.2938,1.0052,1.048
62.422420,0.1350,-0.2276,1.6742,1.695
62.444858,-0.0288,-0.1800,1.7057,1.715
62.466569,-0.7202,-0.1271,1.2197,1.422
62.489970,-0.7009,0.0748,0.7914,1.060
62.512323,0.0288,0.5323,0.3893,0.660
62.534301,-0.0664,0.8106,0.0576,0.815
62.556554,-0.7076,1.0408,-0.3023,1.294
62.577310,-1.2739,1.2131,-0.5380,1.839
62.599211,-1.3545,1.2380,-0.6956,1.962
62.633339,-1.1185,1.0430,-0.9040,1.776
62.654765,-0.6023,0.3252,-0.8190,1.067
62.677383,-0.3479,-0.0461,-0.3748,0.513
62.699291,0.5592,0.1466,0.7695,0.962
62.721773,0.9887,0.4796,1.1017,1.556
62.743197,0.7358,0.7528,0.7357,1.284
62.764393,0.3029,0.8842,-0.0056,0.935
62.787049,0.2713,1.2795,-0.7477,1.507
62.805661,-0.0889,1.4346,-1.2700,1.918
62.837127,-0.5944,1.5646,-0.8104,1.860
62.869535,-0.8243,1.5695,-0.0802,1.775
62.897705,-0.8775,1.1964,1.3875,2.031
62.918293,-0.6799,0.9753,2.4369,2.711
62.938084,-0.4561,1.0032,2.3453,2.591
62.959614,-0.6256,0.8730,1.8994,2.182
62.982050,-0.9159,0.6675,1.4022,1.803
63.003598,-0.8265,0.4950,0.9160,1.329
63.025133,-0.4945,0.4950,0.2545,0.745
63.046726,-0.2990,0.5432,-0.3220,0.699
63.069791,-0.2015,0.5954,-1.0079,1.188
63.092886,-0.0669,0.7871,-2.2946,2.427
63.129029,0.4824,0.9937,-3.0261,3.221
63.150632,0.6694,1.0762,-1.7638,2.172
63.173327,0.2042,1.0217,-0.8077,1.318
63.195350,-0.0239,1.0513,-0.0220,1.052
63.217217,-0.3598,0.9902,0.5161,1.173
63.237213,-0.7659,0.7281,0.5146,1.175
63.258458,-0.7337,0.6494,0.4848,1.093
63.278490,-0.5429,0.6525,0.5222,0.997
63.298837,-0.5868,0.6496,0.4653,0.991
63.319664,-0.4114,0.6440,0.3380,0.836
63.341461,-0.1299,0.6867,0.4504,0.831
63.364306,-0.5289,0.7999,1.0385,1.413
63.386475,-2.2638,0.7468,1.3944,2.762
63.407748,-2.7185,0.6611,1.7089,3.278
63.427530,-1.6408,0.7161,2.0790,2.744
63.450750,-0.8463,0.8723,2.1405,2.461
63.472742,-0.8839,0.8016,1.6316,2.021
63.494056,-1.1043,0.8651,1.0947,1.779
63.516745,-0.9443,0.9250,0.7478,1.519
63.539532,-0.6051,0.7952,0.4252,1.086
63.559849,-0.4221,0.6122,0.1569,0.760
63.582790,-0.4172,0.4769,-0.1337,0.648
63.602761,-0.1908,0.3543,-0.4645,0.615
63.624338,0.1174,0.2821,-0.5207,0.604
63.644366,0.2623,0.4947,-0.6255,0.840
63.666689,0.3437,0.6560,-0.9143,1.177
63.688824,0.4472,0.8400,-1.5607,1.828
63.710197,0.5897,0.9577,-1.6431,1.991
63.731333,0.7104,0.9480,-1.2180,1.699
63.752384,0.5220,0.8148,-0.9849,1.381
63.773678,0.2769,0.5798,-1.0245,1.209
63.795115,0.0470,0.3778,-0.9539,1.027
63.817405,-0.1006,0.3366,-0.6497,0.739
63.838299,-0.2489,0.4947,-0.5686,0.794
63.857412,-0.3210,0.7508,-0.4144,0.916
63.879147,-0.8431,0.8898,0.4892,1.320
63.899186,-1.9147,1.2284,1.3387,2.639
63.917151,-2.6235,1.6594,1.9725,3.678
63.936593,-3.0735,1.8560,2.2591,4.242
63.957501,-3.3637,1.9015,2.8557,4.805
63.976258,-2.7661,1.6179,3.1838,4.517
63.996360,-1.6428,1.3469,2.7081,3.442
64.017618,-0.7808,1.2643,1.5375,2.138
64.037883,-0.6415,1.1409,0.4360,1.380
64.059015,-0.6562,0.9203,-0.0064,1.130
64.079660,-0.5963,0.6734,-0.0103,0.900
64.100476,-0.6166,0.3860,0.0302,0.728
64.119125,-0.5318,0.1134,-0.0064,0.544
64.139397,-0.4835,-0.0353,-0.2029,0.525
64.160397,-0.3664,-0.1480,-0.4564,0.604
64.181149,-0.1610,-0.0825,-0.5441,0.573
64.202918,0.0530,0.0894,-0.8050,0.812
64.222742,0.3801,0.2707,-1.3145,1.395
64.244158,0.6677,0.5087,-1.4852,1.706
64.263136,0.7903,0.6827,-1.4230,1.765
64.284307,0.7864,0.7477,-1.3387,1.723
64.304936,0.7385,0.7100,-1.3831,1.721
64.325474,0.5723,0.6250,-1.3729,1.613
64.346666,0.2963,0.5229,-1.1376,1.287
64.368183,-0.0640,0.4002,-0.8038,0.900
64.389392,-0.2550,0.5504,-0.4892,0.779
64.409364,-0.1658,0.8185,-0.1488,0.848
64.430320,-0.2504,1.1053,0.4177,1.208
64.450568,-1.1238,1.1661,0.7861,1.800
64.473068,-2.2012,1.2355,1.0958,2.752
64.495100,-2.0107,1.4532,1.8371,3.087
64.516335,-1.3009,1.6818,2.4140,3.217
64.536893,-1.7248,1.5238,2.2358,3.209
64.557610,-2.4216,1.0755,2.0692,3.362
64.586310,-1.6142,0.8798,2.2099,2.875
64.616337,-0.9035,0.6888,2.0131,2.312
64.638372,-0.9399,0.2224,1.0832,1.451
64.660269,-0.8827,-0.0211,0.5938,1.064
64.682765,-0.6699,-0.2219,0.1621,0.724
64.703148,-0.3349,-0.0602,-0.0108,0.340
64.725413,-0.0073,0.2702,-0.6113,0.668
64.747325,0.0395,0.4708,-1.5719,1.641
64.768717,0.0031,0.6003,-1.9802,2.069
64.790108,0.1844,0.8190,-1.1165,1.397
64.811339,-0.1419,0.9350,-0.4481,1.046
64.831155,-0.5805,0.7181,-0.5409,1.070
64.850592,-0.5572,0.6147,-0.5595,1.001
64.870886,-0.4676,0.6023,-0.5868,0.962
64.887466,-0.4693,0.4859,-1.0774,1.272
64.922571,-0.0569,0.5148,-1.3459,1.442
64.954470,0.4458,0.6415,-0.9751,1.249
64.981370,0.4218,0.6970,-0.5930,1.008
65.003531,-0.0520,0.6061,-0.2519,0.658
65.023313,-0.3757,0.8436,-0.1109,0.930
65.043469,-0.3967,1.2453,-0.1703,1.318
65.079178,-0.0926,1.7190,-0.2133,1.735
