time,gFx,gFy,gFz,TgF
32.365751,-0.3144,0.9983,-0.5327,1.174
32.396678,-0.5690,1.3582,-0.6176,1.597
32.427342,-0.6039,1.1053,-1.5153,1.970
32.460159,0.0535,1.2331,-1.0918,1.648
32.491186,0.2433,0.9993,-0.2868,1.068
32.521243,-0.1332,0.8365,0.0940,0.852
32.552705,-0.0373,0.7347,-0.0862,0.741
32.584622,0.0023,0.8940,-0.0066,0.894
32.615697,-0.2355,1.3244,-0.0352,1.346
32.645762,-0.3073,1.5961,-0.2504,1.645
32.676609,-0.5707,1.5681,-0.0208,1.669
32.725286,-0.5802,1.2555,0.5806,1.500
32.755903,0.2943,0.7718,1.0213,1.314
32.786810,0.1521,0.7254,0.6219,0.968
32.818572,0.1216,0.7657,0.1846,0.797
32.843857,0.0004,0.6692,0.1956,0.697
32.894693,0.1716,0.5663,0.5039,0.777
32.939563,0.3188,0.7843,0.8543,1.203
32.969730,-0.3804,0.9858,0.7624,1.303
33.000497,-0.6877,1.4192,0.6190,1.694
33.030404,-1.0073,1.6366,-0.0098,1.922
33.061388,-0.7791,1.5560,-0.7039,1.877
33.091600,-0.2790,1.4808,-0.7689,1.692
33.121992,-0.1658,1.3030,-0.4117,1.376
33.152487,-0.1610,0.9455,-0.5930,1.128
33.184463,0.2520,0.7417,-0.5090,0.934
33.214921,0.4637,0.5565,-0.2558,0.768
33.246481,0.4709,0.4679,-0.1330,0.677
33.276990,0.5159,0.4894,-0.3406,0.788
33.306753,0.1663,0.6508,-0.8085,1.051
33.350838,-0.3591,1.0848,-0.8768,1.440
33.381358,-0.3880,1.8991,-0.5768,2.022
33.412332,-0.8963,1.7263,0.2759,1.965
33.442339,-0.2113,1.3764,0.7318,1.573
33.473810,0.3908,0.9438,0.7047,1.241
33.504857,0.3116,0.7315,0.4049,0.892
33.535613,0.1636,0.6313,0.1133,0.662
33.565015,0.4055,0.5866,0.3495,0.794
33.594922,0.3212,0.5639,0.4970,0.817
33.624689,0.2315,0.5576,0.7076,0.930
33.655386,0.2450,0.8367,0.9281,1.273
33.685324,-0.4510,1.5220,0.7704,1.765
33.716650,-1.5013,1.7757,0.5990,2.401
33.748061,-0.8194,1.6867,-0.0914,1.877
33.779665,-0.4290,1.2711,-0.5053,1.434
33.810391,-0.3026,0.9413,-0.8642,1.313
33.840502,-0.0640,0.6401,-1.3415,1.488
33.870675,0.4004,0.4332,-0.9236,1.096
33.894474,0.6097,0.3567,-0.2935,0.765
33.922097,0.5569,0.4178,-0.2323,0.734
33.950599,0.2564,0.5910,-0.7163,0.963
33.976461,-0.0019,0.9287,-0.8563,1.263
34.002611,-0.2145,1.4740,-0.9187,1.750
34.027945,-0.7048,1.8370,-1.0946,2.252
34.057517,-1.1460,1.7852,-0.3865,2.156
34.087709,-0.5653,1.6333,0.5044,1.800
34.118047,-0.4190,1.4470,1.0427,1.832
34.148476,-0.3393,1.2785,1.0970,1.718
34.179496,-0.3179,1.0384,0.8224,1.362
34.209662,-0.0650,0.7626,0.7734,1.088
34.242526,0.1624,0.4649,0.7692,0.913
34.273529,0.3584,0.2267,0.7978,0.903
34.300589,0.5235,0.1913,0.6605,0.864
34.330968,0.5797,0.2299,0.4357,0.761
34.361417,0.7043,0.3939,0.1968,0.831
34.392075,0.9869,0.7843,-0.1505,1.270
34.422636,0.7917,1.0328,-0.5013,1.395
34.452761,0.5657,1.0657,-0.4400,1.284
34.484437,0.1343,0.9364,-0.5021,1.071
34.514100,0.0525,0.6128,-0.4053,0.737
34.544621,0.1365,0.3431,-0.1992,0.420
34.574773,0.0959,0.2485,-0.3448,0.436
34.605485,-0.1109,0.1861,-0.7086,0.741
34.636043,-0.0605,0.4989,-0.7061,0.867
34.666486,0.0407,1.1334,-0.8873,1.440
34.697742,-0.7920,1.1292,-0.4032,1.437
34.727025,-1.4595,1.3962,0.3041,2.043
34.757359,-1.0649,1.4297,0.5491,1.865
34.787085,-0.3987,1.3575,0.7409,1.597
34.826542,-0.2441,1.4410,0.4516,1.530
34.859637,-0.7715,1.1815,0.0057,1.411
34.894735,-0.6555,0.9827,0.4098,1.250
34.931474,-0.5297,0.7752,0.8070,1.238
34.967598,-0.2157,0.6729,0.6989,0.994
35.003344,-0.1209,0.6071,0.3490,0.711
35.029403,0.1910,0.7014,0.0827,0.732
35.055594,0.1681,0.7938,0.0893,0.816
35.082841,0.1963,1.0440,0.3146,1.108
35.109371,0.0097,1.3051,0.5381,1.412
35.136694,-0.5939,1.5008,0.8603,1.829
35.167042,-0.8891,1.4554,0.9309,1.943
35.197229,-0.5858,1.3384,0.7465,1.641
35.225727,-0.4360,1.1524,0.5286,1.341
35.256363,-0.2734,1.0396,0.4643,1.171
35.286387,-0.2348,0.9299,0.4506,1.060
35.317105,-0.2621,0.8126,0.4477,0.964
35.346926,-0.3643,0.7312,0.4184,0.918
35.376828,-0.2469,0.7410,0.3544,0.858
35.407484,-0.2164,0.7603,0.1641,0.807
35.437430,-0.0864,0.7520,-0.1007,0.764
35.464674,0.0219,0.7393,-0.1938,0.765
35.490468,-0.0007,0.8165,-0.0758,0.820
35.515430,-0.0762,0.8397,-0.3242,0.903
35.541428,-0.1036,0.8341,-0.3799,0.922
35.569410,-0.1472,0.8947,-0.0359,0.907
35.599459,-0.4439,0.9338,0.1230,1.041
35.628866,-0.4080,0.9413,0.1518,1.037
35.658349,-0.2800,0.9320,0.3521,1.035
35.688602,-0.2587,0.8763,0.3581,0.981
35.717990,-0.1165,0.9150,0.1631,0.937
35.747612,0.0551,1.0095,0.0534,1.012
35.776867,-0.0769,1.0291,0.0979,1.037
35.806707,-0.3782,0.8956,0.1858,0.990
35.836780,-0.1954,0.8532,0.4218,0.972
35.866780,-0.1630,0.8062,0.6759,1.065
35.897946,-0.1784,0.8065,0.7443,1.112
35.927604,-0.1141,0.7559,0.7228,1.052
35.957784,-0.0105,0.7437,0.8408,1.123
35.988359,-0.0784,0.7957,0.8764,1.186
36.014471,-0.1524,0.8612,0.7729,1.167
36.050079,-0.1578,0.8896,0.6866,1.135
36.087525,-0.1879,0.9079,0.6329,1.122
36.112863,-0.0410,0.8849,0.6488,1.098
36.139937,-0.0342,0.8670,0.6852,1.106
36.168958,-0.0002,0.8239,0.6852,1.072
36.199085,-0.0247,0.7405,0.6926,1.014
36.226968,0.1172,0.7142,0.5640,0.918
36.257357,0.1800,0.6956,0.6583,0.974
36.259961,0.0225,0.6660,0.6593,0.937
36.287970,-0.0127,0.6621,0.6530,0.930
36.319495,-0.1307,0.6359,0.5510,0.852
36.350649,0.0517,0.7242,0.6969,1.006
36.380373,-0.0510,0.7528,0.6393,0.989
36.409454,-0.1316,0.8116,0.5564,0.993
36.439675,-0.0359,0.8968,0.6094,1.085
36.469433,-0.1812,0.8243,0.8135,1.172
36.498606,-0.2609,0.6902,0.8965,1.161
36.527330,-0.1614,0.5963,0.7888,1.002
36.556349,0.0180,0.6061,0.6698,0.904
36.586465,0.0500,0.5773,0.6910,0.902
36.616375,-0.0874,0.5572,0.7152,0.911
36.646821,-0.1074,0.5423,0.6160,0.828
36.676918,-0.0202,0.5265,0.5738,0.779
36.708483,0.0407,0.5565,0.6747,0.876
36.739287,0.0681,0.6247,0.7485,0.977
36.769855,-0.1307,0.6560,0.8330,1.068
36.800597,-0.2245,0.6455,0.9952,1.207
36.830960,-0.2990,0.6343,1.1987,1.389
36.860625,-0.3000,0.6189,1.1699,1.357
36.890264,-0.2362,0.6525,1.0751,1.280
36.918105,-0.2089,0.6932,0.9664,1.208
36.945188,-0.2001,0.6560,0.7949,1.050
36.978708,-0.1488,0.6217,0.7008,0.949
37.007002,-0.1519,0.5751,0.6267,0.864
37.036517,-0.1776,0.5362,0.5990,0.823
37.065381,-0.2406,0.4987,0.7108,0.901
37.090532,-0.2819,0.5141,0.8513,1.034
37.135357,-0.1558,0.6956,0.8729,1.127
37.163193,-0.4598,0.5162,0.7597,1.027
37.189841,-0.3894,0.4312,0.7194,0.925
37.215229,-0.2313,0.4188,0.7199,0.864
37.242882,-0.1400,0.4327,0.6495,0.793
37.272787,-0.1590,0.4847,0.4655,0.691
37.301403,-0.1998,0.4984,0.2985,0.614
37.331324,-0.2418,0.6047,0.3900,0.759
37.360347,-0.5739,0.7371,0.4746,1.048
37.389140,-0.9426,0.9436,0.5205,1.432
37.418404,-1.2240,1.0804,0.4802,1.702
37.449989,-1.2110,1.0112,0.2918,1.604
37.479646,-0.9560,0.9795,0.6170,1.501
37.509918,-0.9636,0.8766,0.8576,1.560
37.540359,-0.9017,0.7007,1.7921,2.125
37.568021,-0.6494,0.6071,2.0809,2.263
37.596454,-0.3794,0.5297,1.4762,1.614
37.626503,-0.0638,0.4605,0.9430,1.051
37.657765,0.0938,0.3254,0.5836,0.675
37.687797,0.1991,0.1666,0.3448,0.432
37.717761,0.5101,0.0857,0.0734,0.522
37.747383,0.8548,0.2001,-0.0865,0.882
37.777492,1.1169,0.2832,-0.3711,1.211
37.807362,1.2699,0.4322,-0.5307,1.443
37.836173,1.0129,0.5979,-0.7310,1.385
37.865545,0.4651,0.4486,-1.2118,1.373
37.896574,0.0901,0.6431,-1.5229,1.656
37.926793,-0.6899,0.6450,-1.2973,1.605
37.956435,-1.2230,0.9555,-1.0230,1.859
37.986523,-1.7579,1.1325,-0.9353,2.291
38.016714,-1.7178,1.3284,-0.5307,2.235
38.047293,-1.3997,1.3738,-0.0914,1.963
38.077746,-1.4036,1.3002,0.5913,2.003
38.107877,-1.1099,1.3983,1.0243,2.058
38.138403,-0.6811,1.4549,0.8745,1.829
38.164375,-0.6274,1.3171,0.8266,1.677
38.210757,-0.3491,1.1800,0.8677,1.506
38.254963,0.0498,0.7178,0.7753,1.058
38.282815,0.5310,0.4358,0.4829,0.840
38.311540,0.8475,0.3755,0.3658,0.996
38.341292,1.0414,0.3704,0.2083,1.125
38.371382,1.0409,0.3308,-0.0242,1.092
38.401014,0.8110,0.2817,-0.3040,0.911
38.431633,0.9323,0.3804,-0.5082,1.128
38.461922,1.1621,0.3853,-0.7978,1.461
38.491787,0.8746,0.1593,-1.4869,1.732
38.521587,0.7209,0.2753,-1.5118,1.697
38.551619,0.5883,0.0447,-1.3955,1.515
38.582571,-0.1299,0.2092,-1.3567,1.379
38.612827,-1.1786,0.4046,-1.8204,2.206
38.643537,-1.5995,0.5907,-1.7200,2.422
38.673801,-1.3985,1.0627,-0.7799,1.922
38.704274,-1.5413,1.1393,-0.9111,2.122
38.734262,-1.3093,1.1468,-0.8639,1.943
38.764634,-0.9000,1.2548,-0.2600,1.566
38.794435,-0.8133,1.4202,-0.0518,1.637
38.826234,-0.8248,1.4180,0.0211,1.641
38.856477,-0.5986,1.3799,0.2524,1.525
38.886735,-0.4947,1.1898,0.3637,1.339
38.918025,-0.1730,0.9702,0.2654,1.021
38.948550,0.1394,0.7351,0.0798,0.752
38.978798,0.3911,0.5165,-0.0152,0.648
39.008881,0.5934,0.4104,-0.0457,0.723
39.039319,0.7309,0.3802,-0.1808,0.843
39.068621,0.7573,0.3142,-0.3186,0.880
39.100160,0.8868,0.3161,-0.2915,0.986
39.130077,0.8196,0.2487,-0.2952,0.906
39.161078,0.7842,0.2229,-0.6154,1.021
39.190986,0.4500,0.2045,-0.9851,1.102
39.221704,0.1346,0.3305,-1.2392,1.290
39.247670,0.0104,0.4967,-1.6333,1.707
39.283178,-0.2091,0.4752,-1.7622,1.837
39.311313,-0.8604,0.5651,-1.5329,1.846
39.339466,-1.4016,0.6946,-1.5372,2.193
39.367000,-1.4942,0.8162,-1.1114,2.033
39.395611,-1.3379,0.9858,-0.5735,1.758
39.425271,-1.2352,1.1109,-0.3096,1.690
39.455406,-1.1475,1.1674,-0.3069,1.665
39.485734,-0.9435,1.2776,0.0072,1.588
39.516763,-0.6972,1.3203,0.3414,1.532
39.547536,-0.2616,1.3098,0.5130,1.431
39.578096,-0.0901,1.2499,0.5662,1.375
39.608134,0.0745,1.1209,0.4832,1.223
39.638747,0.2533,0.9394,0.3329,1.028
39.669318,0.2953,0.7682,0.2557,0.862
39.699586,0.3923,0.6746,0.1347,0.792
39.730425,0.6254,0.6457,0.0663,0.901
39.759928,0.8460,0.6164,-0.0017,1.047
39.791425,0.9279,0.5536,-0.0839,1.084
39.821671,0.7617,0.3620,-0.1051,0.850
39.852241,0.6818,0.3366,-0.2949,0.816
39.882762,0.3854,0.2539,-0.4815,0.667
39.912296,0.1539,0.2265,-0.5519,0.616
39.942898,-0.0256,0.3135,-0.6841,0.753
39.974681,-0.5658,0.3802,-0.8591,1.097
40.004676,-1.3049,0.8798,-0.8214,1.775
40.035941,-2.0102,1.3430,-0.7389,2.528
40.067605,-2.1817,1.8052,0.3339,2.851
40.098266,-1.8511,1.7559,1.3290,2.877
40.128271,-1.0757,1.2323,0.8366,1.837
40.159844,-0.2203,0.8221,0.2640,0.891
40.190799,0.2035,0.5988,0.2808,0.692
40.231177,0.3141,0.3476,0.5168,0.698
40.260501,0.7656,0.2414,0.3683,0.883
40.290686,0.6679,0.1659,0.2190,0.722
40.316993,0.1387,0.1624,-0.1740,0.275
40.364497,-0.0154,0.0557,-0.6213,0.624
40.410497,-0.4478,0.2216,-1.0894,1.198
40.439767,-1.2599,0.6308,-1.0247,1.742
40.470490,-1.5389,0.9577,-0.6736,1.934
40.500577,-1.6000,1.3464,-0.5023,2.151
40.530332,-1.3181,1.8819,0.1279,2.301
40.560804,-1.7684,1.7977,0.9412,2.692
40.591518,-1.1001,1.9499,0.8838,2.407
40.621953,-1.0273,1.2734,0.3026,1.664
40.653918,-0.6215,0.5593,0.0185,0.836
40.685717,-0.0813,0.2074,-0.1246,0.255
40.716348,0.1817,0.0885,-0.4577,0.500
40.746827,0.1429,0.0850,-0.7589,0.777
40.778662,-0.1082,0.0566,-0.7601,0.770
40.822897,-0.3222,-0.0751,-1.0477,1.099
40.853543,-0.4405,-0.2498,-1.0865,1.199
40.884416,-0.6017,-0.3470,-1.1449,1.339
40.914552,-0.5670,-0.3253,-1.2732,1.431
40.944537,-0.1693,-0.2398,-1.3738,1.405
40.975370,-0.4470,-0.1445,-1.2678,1.352
41.004382,-0.5676,-0.1753,-1.1757,1.317
41.040419,-0.4759,-0.0534,-0.8227,0.952
41.070343,-0.8478,0.0070,-0.3929,0.934
41.100817,-1.0540,0.3992,-0.3609,1.183
41.128435,-0.8150,0.5609,-0.6411,1.179
41.158294,-0.6855,0.3384,-0.7073,1.042
41.189346,-0.5518,0.1437,0.1423,0.588
41.217822,-0.1395,0.3455,0.8025,0.885
41.247812,0.5198,0.5668,0.8286,1.130
41.250514,0.5599,0.5267,1.0575,1.307
41.278535,0.5012,0.4940,1.1147,1.318
41.307907,0.1411,0.4083,1.3575,1.425
41.338042,0.4940,0.6084,0.7050,1.054
41.365416,0.3864,0.7577,0.5163,0.995
41.391577,0.0722,0.9375,0.5887,1.109
41.418123,-0.6217,0.8343,0.5005,1.155
41.444897,-0.5724,0.7731,0.5489,1.108
41.473338,-0.6317,1.1204,0.9537,1.601
41.500880,-0.8609,0.9191,0.7260,1.454
41.528188,-0.3613,0.8553,0.5953,1.103
41.554743,-0.1258,0.6760,0.5784,0.899
41.587230,-0.3330,0.5165,0.6453,0.891
41.616321,-0.2340,0.3433,1.1369,1.210
41.646475,-0.3288,0.2925,1.4436,1.509
41.676042,-0.3207,0.3471,1.3991,1.477
41.706621,-0.3635,0.3088,1.0487,1.152
41.737906,-0.3312,0.2329,0.7792,0.878
41.768121,-0.0363,0.3406,0.7457,0.821
41.798610,0.2680,0.4090,0.8256,0.960
41.828849,0.7009,0.6992,1.3844,1.702
41.859977,0.8726,1.0061,1.5852,2.070
41.889836,0.5858,0.8670,1.6712,1.972
41.919443,0.6701,0.3071,2.1806,2.302
41.948797,0.4998,0.0985,1.8682,1.936
41.980490,-0.4637,0.0708,1.4259,1.501
42.011230,-0.9911,-0.0370,0.9092,1.345
42.042586,-0.9511,0.0264,0.2070,0.974
42.073767,-0.8709,-0.0155,-0.0843,0.875
42.104508,-1.0442,-0.0174,0.4609,1.142
42.133792,-1.0254,0.2367,0.6300,1.227
42.163662,-1.2220,0.3347,0.4597,1.348
42.194109,-0.9252,0.2103,0.7177,1.190
42.226054,-0.3151,0.7801,0.8369,1.187
42.257563,-0.5308,0.8529,0.7494,1.253
42.289283,-0.5878,0.7158,1.0863,1.428
42.319746,-0.5863,0.5106,1.7213,1.889
42.350497,-0.7009,0.4859,1.5994,1.813
42.381644,-0.3322,0.4476,0.9693,1.118
42.411449,-0.0400,0.3406,1.0477,1.102
42.443234,0.0342,0.2721,0.8200,0.865
42.469422,1.1089,0.4652,0.8019,1.445
42.513526,2.6021,1.3508,1.9673,3.531
42.549123,-0.6088,1.4454,5.5609,5.778
42.580033,-3.1516,0.5483,4.6436,5.639
42.607597,-4.3617,-0.7399,3.2278,5.476
42.635368,-4.0365,-2.2635,1.7247,4.939
42.663384,-2.8548,-2.8911,0.5867,4.105
42.689200,-1.7947,-2.6456,-0.1617,3.201
42.714661,-0.7398,-1.6679,-0.9975,2.079
42.741427,-0.5199,-0.7504,-1.2588,1.555
42.768535,-0.4285,-0.5171,-1.1175,1.304
42.794893,-0.5487,-0.6720,-1.2383,1.512
42.820243,-0.4989,-0.6735,-1.4874,1.707
42.844816,-0.7204,-0.7737,-1.2868,1.665
42.870443,-0.8509,-0.9717,-0.9846,1.624
42.895395,-0.5455,-0.8433,-0.7579,1.258
42.921957,-0.3342,-0.7285,-0.7799,1.118
42.948399,-0.3557,-0.5789,-0.9182,1.142
42.976366,-0.1873,-0.3996,-1.2026,1.281
43.002599,-0.1427,-0.2520,-1.2532,1.286
43.029605,-0.2313,-0.2232,-1.4027,1.439
43.055730,-0.0349,-0.0397,-1.3450,1.346
43.081366,-0.1959,-0.0658,-1.1796,1.198
43.107360,-0.6503,-0.1413,-0.9732,1.179
43.134028,-0.6848,-0.1030,-0.8686,1.111
43.161930,-0.6135,-0.0781,-0.7286,0.956
43.188907,-0.4148,0.1922,-0.5146,0.688
43.215849,0.1138,0.7371,-0.5786,0.944
43.242893,0.1192,1.1378,-0.8522,1.427
43.270378,-0.4722,1.1417,-1.3133,1.803
43.297395,-0.6264,1.2135,-0.8209,1.593
43.323385,0.1113,1.1871,-0.9192,1.506
43.348760,0.5161,0.7368,-1.3839,1.651
43.383041,0.7292,0.2455,-1.2773,1.491
43.416332,0.9799,-0.1238,-0.2360,1.015
43.442234,0.5399,0.2609,0.6668,0.897
43.467984,0.2462,0.3220,0.6632,0.777
43.493832,0.3193,0.2678,0.7709,0.876
43.513764,0.3447,0.7896,1.1571,1.443
43.556948,-0.1016,0.6992,0.9160,1.157
43.605805,0.4788,0.8942,1.4084,1.736
43.632611,0.1521,1.0550,0.8716,1.377
43.656919,0.2208,1.0850,0.7324,1.328
43.683585,0.3104,1.0591,0.6324,1.272
43.711287,0.3442,0.9057,0.8625,1.297
43.737122,0.2660,0.7263,0.8303,1.135
43.763271,0.1819,0.5595,0.5552,0.809
43.788929,-0.6166,0.4060,0.5777,0.937
43.816862,-0.6301,-0.0945,0.0560,0.640
43.843549,-1.1730,-0.5086,0.4516,1.356
43.888812,-0.7549,-0.5428,-0.4652,1.040
43.914573,-0.3669,-0.4050,-0.2565,0.604
43.941438,-1.0219,0.1637,0.3830,1.104
43.968514,-1.1348,0.3433,0.4030,1.252
43.995663,-0.8104,-0.6119,0.2037,1.036
44.022593,-1.0226,-0.8790,0.8967,1.619
44.049743,-0.5907,-1.5276,1.7150,2.371
44.076992,-0.2927,-1.4594,2.5034,2.912
44.103648,-0.1090,-1.0329,2.7203,2.912
44.129919,-0.2343,-0.7326,2.2566,2.384
44.156450,-1.2601,-0.8007,2.2170,2.673
44.183582,-0.4053,-0.6202,2.5786,2.683
44.210482,-0.7085,-0.5824,2.4916,2.655
44.237318,-0.9269,-0.3324,2.8065,2.974
44.263513,-0.6438,-0.4157,2.5899,2.701
44.289528,-0.6834,-0.4772,2.6343,2.763
44.316861,-0.6533,-0.6102,1.7662,1.980
44.342731,-0.2569,-0.4462,0.8748,1.015
44.369671,-0.2259,-0.4802,0.3016,0.610
44.397638,-0.2546,-0.4378,-0.1635,0.532
44.425210,0.1453,-0.3789,-0.3452,0.533
44.452847,0.1529,-0.3300,-0.3166,0.482
44.480384,0.2266,-0.1636,-0.3242,0.428
44.507178,0.4888,-0.0336,-0.2492,0.550
44.530148,0.7199,0.2683,-0.0049,0.768
44.556353,0.2282,0.2986,0.2142,0.433
44.578075,0.6081,0.5285,0.4457,0.921
44.612254,1.2122,1.0980,1.2708,2.071
44.655349,0.2592,1.0806,1.1435,1.595
44.679628,0.3762,0.8426,0.7418,1.184
44.703399,0.3466,0.7222,0.9225,1.222
44.728331,0.3121,0.5343,1.2326,1.379
44.755463,-0.4632,0.3375,1.4827,1.590
44.780866,-0.7624,0.2436,1.3106,1.536
44.807111,-0.0899,0.4894,1.3717,1.459
44.831742,-0.5680,0.3790,1.2139,1.393
44.857527,-0.6669,0.2299,0.8545,1.108
44.882860,-0.1933,0.4063,0.7841,0.904
44.909094,-0.4808,0.4432,0.6973,0.956
44.935596,-0.6510,0.5001,0.6546,1.050
44.961561,-0.4644,0.6259,0.6046,0.986
44.987850,-0.2250,0.8101,0.5344,0.996
45.015220,-0.1610,0.6941,0.2584,0.758
45.041725,-0.0049,0.6574,0.1721,0.680
45.068470,0.0270,0.7107,0.6383,0.956
45.094660,-0.1856,0.5775,0.9414,1.120
45.122823,-0.1644,0.3902,1.0551,1.137
45.150018,0.4521,0.5705,1.1294,1.344
45.176856,0.3831,0.6135,1.0499,1.275
45.204155,0.5738,0.8270,0.9361,1.375
45.230375,1.0009,0.9213,1.2002,1.814
45.258639,1.4289,0.9117,2.2754,2.837
45.286488,1.3018,0.6907,2.7914,3.157
45.315617,0.9571,0.2094,3.3287,3.470
45.343318,0.2396,-0.2515,4.1224,4.137
45.370596,-1.7363,-0.7521,4.1573,4.568
45.414789,-2.9479,-1.1965,3.3655,4.631
45.442437,-3.2349,-1.0905,1.3742,3.680
45.469785,-2.7162,-0.7099,0.5913,2.869
45.497128,-1.9813,-0.3991,-0.1777,2.029
45.524411,-1.2079,-0.3246,-0.7877,1.478
45.553530,-1.1297,-0.4768,-1.1398,1.674
45.580540,-0.6323,-0.3786,-1.4691,1.644
45.608648,-0.2809,-0.3055,-1.3110,1.375
45.629213,-0.1893,-0.3595,-0.9632,1.045
45.652761,-0.2133,-0.4770,-0.7347,0.902
45.678119,-0.5595,-0.6237,-0.6876,1.084
45.701612,-0.5760,-0.8496,-0.6975,1.241
45.727215,-0.2739,-0.8804,-0.6355,1.120
45.752865,-0.2418,-0.9486,-0.8481,1.295
45.777237,0.0547,-0.9221,-1.1297,1.459
45.801753,0.4497,-0.8440,-1.4219,1.714
45.827790,0.5921,-0.6871,-1.6767,1.906
45.855012,0.7292,-0.5010,-1.8385,2.040
45.881374,0.5279,-0.4069,-1.6242,1.756
45.908177,0.0241,-0.2557,-1.3689,1.393
45.949504,-0.2164,-0.0639,-1.1918,1.213
45.976442,-0.2550,0.4373,-0.8974,1.030
46.003306,-0.3119,1.1227,-0.6460,1.332
46.030532,-0.5106,1.3205,-0.2211,1.433
46.057887,-0.5534,1.4871,-0.6460,1.713
46.084302,-0.8362,1.3210,-1.0474,1.882
46.110299,-0.5224,0.9594,-1.0684,1.528
46.137797,0.1106,0.3604,-0.6917,0.788
46.164270,0.3782,0.1999,-0.3606,0.559
46.190208,0.2179,0.1483,-0.5468,0.607
46.217357,0.1201,0.0413,-0.7682,0.779
46.244226,0.4727,0.1586,-0.7530,0.903
46.270995,0.4932,0.0564,-0.8134,0.953
46.298594,0.2282,-0.2147,-1.0271,1.074
46.325269,0.0386,-0.4988,-1.3032,1.396
46.353150,0.2953,-0.6410,-1.4244,1.590
46.380474,0.0251,-0.8467,-1.2285,1.492
46.408343,-0.1971,-0.8345,-1.3606,1.608
46.436831,0.3854,-0.5887,-1.4894,1.647
46.462959,0.1353,-0.5794,-1.3100,1.439
46.490738,-0.0706,-0.3603,-1.0487,1.111
46.517110,-0.1102,-0.0544,-1.1945,1.201
46.545561,-0.1917,0.1260,-1.1642,1.187
46.572611,-0.4954,0.1698,-0.9103,1.050
46.601191,-0.9552,0.0166,-0.3932,1.033
46.628517,-1.0512,-0.0299,-0.5344,1.180
46.655549,-0.5795,-0.4106,-0.6643,0.972
46.678397,0.2068,-1.0688,-0.0790,1.091
46.708784,0.4607,-1.4687,0.5874,1.648
46.737269,0.0160,-1.0329,0.8615,1.345
46.768515,-0.2597,-0.7973,0.6360,1.052
46.792914,-0.2865,-0.0908,1.7565,1.782
46.818178,-1.3303,0.2269,2.4601,2.806
46.843632,-2.4216,0.3410,2.5857,3.559
46.869777,-1.9823,0.6331,2.1755,3.011
46.898531,-1.5267,0.8578,1.7885,2.503
46.925360,-1.7922,0.7149,1.4413,2.408
46.952412,-1.5836,0.5414,1.1426,2.026
46.978749,-0.9282,0.4207,0.8466,1.325
47.005124,-0.6093,0.2910,0.9265,1.146
47.032797,-0.9152,0.1523,0.9417,1.322
47.060794,-0.8341,0.0242,0.7423,1.117
47.087333,-0.4397,0.0277,0.5804,0.729
47.114187,-0.1727,0.0874,0.5012,0.537
47.140594,-0.2802,0.0780,0.5037,0.582
47.168337,-0.4118,0.1556,0.4746,0.647
47.195792,-0.3584,0.2995,0.2423,0.526
47.222254,-0.4050,0.3685,-0.0088,0.548
47.249608,-0.1707,0.4317,0.4267,0.631
47.276549,-0.4248,0.6778,1.4790,1.681
47.305209,-0.6533,0.7158,2.1091,2.321
47.332233,-0.3655,0.5399,1.9837,2.088
47.358571,-0.2672,0.4761,2.0022,2.075
47.386001,-0.3889,0.4088,2.0536,2.130
47.414644,-0.3557,0.2483,1.4210,1.486
47.442339,-0.3058,0.0566,0.5806,0.659
47.469618,-0.3726,-0.0199,0.4937,0.619
47.496698,-0.5553,-0.1450,0.5552,0.799
47.525348,-0.6522,-0.2342,0.3453,0.774
47.551866,-0.5805,-0.0751,0.4350,0.729
47.587453,-1.0698,-0.1550,0.5408,1.209
47.620244,-1.2023,-0.0519,0.3658,1.258
47.647783,-1.0024,0.1219,0.3236,1.060
47.675318,-0.8768,0.3559,0.3414,1.006
47.703561,-0.7789,0.6093,0.4318,1.079
47.725050,-0.7239,0.7344,0.7707,1.287
47.749910,-0.7808,0.7579,0.8477,1.379
47.776250,-0.7712,0.8018,0.7404,1.336
47.800270,-0.6396,0.8470,0.7529,1.301
47.823550,-0.5276,0.8509,0.8433,1.309
47.848173,-0.4388,0.8072,0.7744,1.202
47.874853,-0.2101,0.7195,0.6788,1.011
47.898821,0.2545,0.8367,0.6766,1.106
47.926371,0.5718,0.9819,0.9903,1.507
47.953794,0.9874,1.2392,2.0524,2.593
47.980343,0.2550,1.1018,3.5493,3.725
48.009378,-1.1556,0.5062,3.9133,4.112
48.036668,-2.2978,-0.1357,2.9376,3.732
48.065152,-2.7986,-0.5186,1.7017,3.316
48.093815,-2.9249,-0.9633,0.5151,3.122
48.134491,-2.2760,-1.0504,-0.1759,2.513
48.157736,-0.9941,-0.5547,-1.1561,1.622
48.183341,-0.5765,-0.0920,-1.5029,1.612
48.208276,-0.4155,0.3271,-1.0205,1.149
48.235445,-0.3618,0.4681,-0.5153,0.785
48.262458,-0.3396,0.4652,-0.4843,0.753
48.290410,-0.1432,0.4894,-0.9082,1.042
48.317837,-0.2033,0.5634,-0.9470,1.121
48.344055,-0.8169,0.5011,-0.6203,1.142
48.372884,-0.8746,0.4491,-0.5465,1.125
48.400824,-0.3598,0.4535,-0.3462,0.675
48.428589,-0.2191,0.4579,-0.0044,0.508
48.458004,-0.2965,0.4568,0.0966,0.553
48.485609,-0.2005,0.4554,-0.0313,0.499
