time,gFx,gFy,gFz,TgF
84.166706,-0.4849,0.8989,0.7292,1.255
84.190168,-0.7430,0.7710,1.0243,1.482
84.212700,-0.7339,0.6867,0.9838,1.406
84.235901,-0.2927,0.7430,0.7518,1.097
84.258715,-0.2772,0.5790,0.5769,0.863
84.283307,-0.1036,0.4733,0.4420,0.656
84.310340,-0.2592,0.3494,0.3194,0.540
84.336109,-0.0728,0.3559,0.1389,0.389
84.361383,-0.1246,0.4172,-0.0936,0.445
84.386543,-0.4581,0.4363,-0.2131,0.668
84.412518,-0.7676,0.4246,0.0790,0.881
84.439519,-0.9015,0.4195,0.4900,1.109
84.465455,-1.0239,0.3813,0.5933,1.243
84.491812,-0.8406,0.3804,0.5400,1.069
84.517329,-0.7249,0.3366,0.4482,0.916
84.542618,-0.7537,0.3577,0.2706,0.877
84.568050,-0.7603,0.2783,0.1024,0.816
84.593535,-0.5981,0.1737,0.4179,0.750
84.619427,-0.6024,0.1449,0.8955,1.089
84.645513,-0.8140,0.0228,0.9463,1.248
84.666261,-0.5990,0.0264,0.9647,1.136
84.689689,-0.5919,0.0680,0.9317,1.106
84.712705,-1.1558,0.0608,0.5780,1.294
84.736688,-1.1537,0.1542,0.3791,1.224
84.760578,-1.0275,0.1964,0.5566,1.185
84.783289,-1.3718,0.1481,0.9877,1.697
84.806388,-1.7048,0.0179,1.1279,2.044
84.828513,-1.4165,-0.0126,1.1428,1.820
84.853652,-1.2135,-0.0786,1.0935,1.635
84.879470,-1.0936,-0.1714,0.9297,1.446
84.901966,-0.9878,-0.2149,0.6732,1.214
84.928067,-0.9806,-0.2354,0.4357,1.099
84.953467,-1.1074,-0.2159,0.2381,1.153
84.978938,-1.2091,-0.1529,0.2579,1.246
85.005377,-1.2660,-0.0476,0.4741,1.353
85.031600,-1.3347,0.0831,0.9053,1.615
85.057536,-1.2623,0.2177,1.2728,1.806
85.083420,-1.2215,0.2883,1.5820,2.019
85.107124,-1.0845,0.3198,1.5102,1.887
85.142326,-0.8558,0.3978,1.1977,1.525
85.167667,-0.5397,0.3664,0.5554,0.857
85.193388,-0.3880,0.3525,0.3979,0.658
85.219788,-0.2118,0.3124,0.3287,0.501
85.246735,-0.0270,0.2958,0.2371,0.380
85.273936,0.0530,0.2719,0.0673,0.285
85.301923,0.1160,0.3377,-0.1984,0.408
85.328415,0.2655,0.4305,-0.4479,0.676
85.355011,0.2988,0.4495,-0.4009,0.672
85.380499,0.1326,0.4346,-0.0834,0.462
85.406653,-0.1663,0.4063,0.2936,0.528
85.432960,-0.2599,0.4305,0.7485,0.902
85.458927,-0.2834,0.5534,1.0008,1.178
85.484944,-0.5159,0.6834,1.0521,1.357
85.511522,-0.5401,0.7920,0.9849,1.374
85.536514,-0.4087,0.8876,0.8462,1.293
85.563541,-0.4283,0.9005,0.7494,1.247
85.590303,-0.4234,0.9082,0.9195,1.360
85.617686,-0.3931,0.9198,0.9535,1.382
85.643791,-0.2683,0.8996,0.7878,1.225
85.669062,-0.1964,0.8283,0.8081,1.174
85.694664,-0.1815,0.7948,0.9309,1.237
85.716600,-0.1622,0.7535,0.9623,1.233
85.752637,-0.1073,0.7127,0.9840,1.220
85.774882,-0.2914,0.6059,1.0385,1.237
85.800725,-0.4195,0.5805,1.1063,1.318
85.822977,-0.1819,0.5162,1.0324,1.168
85.847083,0.0092,0.4754,0.9434,1.056
85.870537,0.0043,0.5150,0.8371,0.983
85.895497,-0.0967,0.4964,0.6397,0.815
85.917759,-0.0828,0.5690,0.4333,0.720
85.943066,0.0677,0.7153,0.1665,0.738
85.967951,0.1665,0.8551,-0.0242,0.872
85.993491,-0.0351,0.8465,-0.0492,0.849
86.018749,-0.3389,0.7803,0.1220,0.859
86.044338,-0.3816,0.7608,0.0570,0.853
86.070287,-0.2629,0.7454,-0.1335,0.802
86.096810,-0.2061,0.7386,-0.0401,0.768
86.121721,-0.4183,0.6753,0.2081,0.821
86.146664,-0.4737,0.6282,0.3488,0.861
86.171967,-0.3571,0.6420,0.3707,0.823
86.197703,-0.3823,0.6577,0.3614,0.842
86.223549,-0.5590,0.6506,0.5720,1.031
86.250693,-0.7759,0.6254,0.8019,1.279
86.276435,-0.8781,0.6323,0.8012,1.346
86.303494,-0.9012,0.6008,0.8482,1.376
86.330234,-1.0011,0.5963,0.9684,1.515
86.356058,-0.9438,0.6980,0.7954,1.418
86.382560,-0.7740,0.7244,0.8522,1.360
86.408837,-0.8406,0.6450,0.9619,1.431
86.434549,-0.8521,0.5390,0.8601,1.325
86.461505,-0.6950,0.5353,0.5342,1.027
86.487963,-0.7351,0.4947,0.3446,0.951
86.513168,-1.0134,0.4495,0.3287,1.156
86.536883,-0.9552,0.3640,0.1582,1.034
86.562100,-0.3284,0.7153,0.4690,0.916
86.586986,-0.8172,0.5033,0.3710,1.029
86.611212,-0.8949,0.5292,0.4091,1.117
86.636094,-0.4449,0.6247,0.2666,0.812
86.659710,-0.2687,0.6056,0.2354,0.703
86.690493,-0.2108,0.5339,0.3996,0.699
86.719821,-0.2382,0.5385,0.7875,0.983
86.744543,-0.2431,0.5786,0.8897,1.089
86.763289,-0.5748,0.5807,0.8869,1.206
86.784378,-0.5790,0.6525,0.9749,1.308
86.806481,-0.4679,0.7980,1.1105,1.445
86.828612,-0.5797,0.9680,1.2813,1.707
86.851094,-0.8062,1.0950,1.3324,1.904
86.874499,-0.8641,1.1635,1.3136,1.956
86.898341,-0.8839,1.1432,1.2102,1.885
86.922565,-1.0174,0.9870,1.0683,1.775
86.946554,-1.0137,0.7694,0.9617,1.595
86.972422,-0.7011,0.5870,1.0888,1.422
86.998776,-0.4922,0.4815,1.2831,1.456
87.024697,-0.4857,0.4410,1.2484,1.410
87.050586,-0.7144,0.3846,0.9950,1.284
87.076015,-0.9310,0.3596,0.4885,1.111
87.099978,-0.8250,0.3525,0.2486,0.931
87.123826,-0.6841,0.3508,0.1362,0.781
87.149626,-0.6191,0.2492,-0.0023,0.667
87.174976,-0.5360,0.2172,-0.0685,0.582
87.200181,-0.3771,0.2563,-0.1339,0.475
87.231788,-0.2611,0.3816,-0.2138,0.509
87.255435,-0.3515,0.5514,-0.4256,0.780
87.280066,-0.4363,0.5932,-0.5695,0.931
87.305426,-0.2450,0.7428,-0.5319,0.946
87.330367,0.1886,0.9257,-0.1913,0.964
87.355722,-0.0093,0.7589,0.0532,0.761
87.381641,-0.5128,0.5490,0.0502,0.753
87.407055,-0.5147,0.4517,-0.3504,0.769
87.409727,-0.4505,0.3063,-0.4298,0.694
87.433090,-0.4942,0.2741,-0.3846,0.684
87.458804,-0.8390,0.0633,0.2608,0.881
87.484194,-0.9426,0.2006,1.0541,1.428
87.509909,-0.7957,0.3769,1.2368,1.518
87.533893,-0.9963,0.4568,1.4890,1.849
87.559658,-1.0268,0.4806,1.5874,1.951
87.562351,-1.7573,0.4479,0.9898,2.066
87.586925,-1.8727,0.4635,0.8906,2.125
87.612543,-1.9645,0.5637,0.5962,2.129
87.638628,-1.4488,0.5898,0.6393,1.690
87.666010,-1.6237,0.3464,1.1173,2.001
87.692571,-1.5870,0.2318,1.3719,2.111
87.719050,-0.6489,0.6033,0.8357,1.218
87.743400,-0.6958,0.4698,0.2276,0.870
87.767580,-0.7146,0.4728,0.6498,1.075
87.792156,-0.4123,0.4943,0.5584,0.852
87.811705,-0.2429,0.4666,0.5088,0.732
87.833154,-0.2695,0.4717,0.7956,0.963
87.855260,-0.4346,0.4747,1.1105,1.284
87.881714,-0.5856,0.5057,1.2661,1.484
87.904799,-0.7735,0.5688,1.4494,1.739
87.925096,-0.8998,0.5246,1.4345,1.773
87.946683,-0.9562,0.4684,1.3162,1.693
87.967470,-1.0673,0.4588,1.1156,1.611
87.990307,-1.0361,0.4507,0.9463,1.474
88.013574,-0.7295,0.4803,1.0849,1.393
88.039173,-0.7439,0.4442,1.2547,1.525
88.063988,-1.0693,0.3362,1.2666,1.691
88.088675,-1.0053,0.3081,1.1843,1.584
88.113736,-1.0945,0.1999,1.2938,1.706
88.139657,-1.0083,0.0396,1.2092,1.575
88.142851,-1.4285,-0.0180,1.4529,2.038
88.165301,-1.5059,-0.0468,1.4650,2.101
88.189831,-1.6024,-0.0080,1.2029,2.004
88.213478,-1.1197,0.1879,0.4834,1.234
88.238637,-0.8837,0.3081,0.0436,0.937
88.264082,-0.7847,0.3911,0.1921,0.898
88.288910,-0.8155,0.4286,0.3476,0.985
88.313501,-0.9035,0.4823,0.1892,1.041
88.341807,-0.6806,0.5677,-0.0310,0.887
88.367601,-0.2981,0.5686,-0.0569,0.644
88.392098,-0.3066,0.6110,0.2266,0.720
88.417514,-0.4774,0.6047,0.3500,0.846
88.443472,-0.4453,0.6724,0.3727,0.888
88.467647,-0.4346,0.7962,0.2840,0.951
88.492603,-0.4405,0.8871,0.2628,1.025
88.520764,-0.4893,0.8819,0.4017,1.086
88.547075,-0.3608,0.9501,0.5838,1.172
88.573443,-0.3623,0.9404,0.5273,1.137
88.600075,-0.4989,0.9375,0.5459,1.194
88.625465,-0.5248,0.9171,0.5508,1.192
88.650989,-0.4321,0.8819,0.4776,1.092
88.677691,-0.4021,0.8380,0.4467,1.031
88.704720,-0.3677,0.7779,0.4634,0.977
88.731625,-0.4615,0.7703,0.3881,0.978
88.757551,-0.4519,0.7754,0.2342,0.928
88.783555,-0.4034,0.8065,0.1322,0.911
88.810520,-0.2780,0.8311,0.0874,0.881
88.836072,-0.2284,0.7940,0.3400,0.893
88.855252,-0.1229,0.8311,0.7338,1.115
88.878890,-0.2082,0.8202,0.9722,1.289
88.919393,-0.2077,0.8416,0.9776,1.307
88.946310,-0.1553,0.8568,0.7157,1.127
88.970362,-0.2052,0.8835,0.6626,1.123
88.991450,-0.2501,0.8568,0.6267,1.091
89.015665,-0.1924,0.8651,0.6075,1.074
89.041646,-0.1073,0.8896,0.5308,1.041
89.066353,-0.2680,0.8314,0.4159,0.968
89.091276,-0.4573,0.7831,0.3075,0.958
89.116237,-0.3694,0.7577,0.3414,0.909
89.140639,-0.2574,0.7249,0.4374,0.885
89.166290,-0.2974,0.7178,0.4924,0.920
89.190340,-0.3373,0.7515,0.4616,0.944
89.214869,-0.2888,0.8006,0.4324,0.955
89.240840,-0.2729,0.8239,0.4235,0.966
89.265381,-0.3852,0.8094,0.3828,0.975
89.290540,-0.4163,0.8227,0.2569,0.957
89.315687,-0.3913,0.8045,0.1721,0.911
89.340646,-0.3626,0.7882,0.2652,0.907
89.365786,-0.4316,0.7493,0.3998,0.953
89.390727,-0.5133,0.6572,0.5493,0.999
89.417168,-0.4172,0.6247,0.7296,1.047
89.443670,-0.3635,0.5891,0.7199,0.999
89.469277,-0.3525,0.5773,0.5484,0.871
89.495739,-0.3034,0.5676,0.4013,0.758
89.521619,-0.2077,0.6306,0.4497,0.802
89.546885,-0.1896,0.7212,0.6031,0.959
89.572361,-0.6105,0.7121,0.9021,1.301
89.597620,-0.5585,0.6618,1.1112,1.409
89.600143,-0.0132,0.7464,1.4876,1.664
89.623657,0.0574,0.7407,1.3419,1.534
89.648227,-0.5240,0.5849,1.2354,1.464
89.672482,-0.7801,0.5991,1.0604,1.446
89.696425,-0.4385,0.7398,0.7492,1.141
89.720499,-0.4280,0.6985,0.7548,1.114
89.744419,-0.4383,0.6291,0.9537,1.224
89.768123,-0.4468,0.6152,0.9421,1.211
89.791770,-0.5215,0.5984,0.7944,1.123
89.814498,-0.4554,0.5928,0.7660,1.070
89.839276,-0.3724,0.5686,0.8594,1.096
89.863388,-0.5064,0.5383,0.9637,1.214
89.887175,-0.6620,0.5488,1.1000,1.396
89.906275,-0.8018,0.5925,1.0502,1.448
89.927503,-0.8372,0.6250,1.0011,1.447
89.949825,-0.7339,0.7510,1.0011,1.451
89.970559,-0.7021,0.7533,1.0734,1.487
89.994080,-0.5944,0.6787,1.0976,1.421
90.017877,-0.4373,0.6494,0.9866,1.260
90.040369,-0.4627,0.4782,0.6576,0.935
90.061166,-0.3261,0.3825,0.3956,0.640
90.085518,0.0060,0.4659,0.1145,0.480
90.109726,0.3375,0.5844,-0.2786,0.730
90.135125,0.2364,0.5092,-0.3885,0.683
90.158280,-0.0049,0.5023,-0.2327,0.554
90.183216,-0.2203,0.4764,-0.3629,0.638
90.207191,-0.0715,0.5087,-0.4657,0.693
90.231623,0.0803,0.5194,-0.3492,0.631
90.256695,-0.0594,0.5187,-0.1608,0.546
90.291654,-0.6261,0.4684,-0.0261,0.782
90.323509,-0.7644,0.4535,0.4707,1.006
90.350634,-0.4964,0.4537,0.9923,1.199
90.374565,-0.6611,0.6089,1.1161,1.433
90.399481,-1.2135,0.5881,1.2479,1.837
90.424296,-1.1504,0.5451,1.1736,1.731
90.448943,-0.9508,0.4554,0.9768,1.437
90.474874,-1.0027,0.4899,1.1184,1.580
90.499382,-1.0869,0.4971,1.0006,1.559
90.523246,-0.6829,0.5683,0.5923,1.068
90.548597,-0.4481,0.5031,0.2479,0.718
90.574894,-0.6696,0.3741,0.3595,0.847
90.599108,-1.0943,0.1742,0.4047,1.180
90.620734,-0.9902,0.1725,0.3481,1.064
90.642846,-0.8914,0.1915,0.5457,1.063
90.667374,-0.7405,0.2966,0.8579,1.171
90.690566,-1.1485,0.3648,1.0621,1.606
90.715475,-1.1819,0.5886,0.9918,1.651
90.739666,-0.9482,0.8206,0.9539,1.576
90.764592,-1.0029,0.7593,1.0776,1.656
90.790452,-1.0523,0.6020,1.2068,1.711
90.814557,-0.7241,0.4552,1.0700,1.370
90.839336,-0.2807,0.4686,0.8613,1.020
90.864581,-0.0972,0.4938,0.6332,0.809
90.890148,-0.2489,0.5120,0.5281,0.777
90.915295,-0.4258,0.5402,0.5906,0.907
90.940823,-0.5025,0.5614,0.6092,0.969
90.960162,-0.5721,0.6130,0.7069,1.097
90.981937,-0.7097,0.6064,0.7716,1.211
91.006747,-0.8355,0.6084,0.8203,1.320
91.031552,-0.8111,0.6310,0.6637,1.223
91.053955,-0.7055,0.7032,0.4983,1.114
91.075588,-0.6518,0.7371,0.3500,1.044
91.097385,-0.7319,0.6604,0.2435,1.015
91.120415,-0.6946,0.6008,0.0959,0.923
91.143669,-0.4930,0.6023,-0.0084,0.778
91.169433,-0.3484,0.6000,-0.0059,0.694
91.195146,-0.4067,0.5781,0.1567,0.724
91.220464,-0.6233,0.5910,0.3593,0.931
91.245687,-0.6936,0.6198,0.5482,1.080
91.269870,-0.6032,0.6259,0.6434,1.081
91.295418,-0.5470,0.6264,0.6412,1.050
91.321296,-0.5238,0.6460,0.6070,1.030
91.346996,-0.5038,0.6103,0.5557,0.967
91.371186,-0.4514,0.5778,0.5078,0.892
91.395623,-0.4998,0.5609,0.4045,0.853
91.420973,-0.5956,0.5033,0.2992,0.835
91.446733,-0.5856,0.5465,0.4660,0.927
91.472999,-0.5858,0.6169,0.6102,1.047
91.498354,-0.6838,0.6357,0.6546,1.140
91.523666,-0.6894,0.6186,0.7353,1.183
91.548983,-0.4756,0.6718,0.8475,1.181
91.574756,-0.4307,0.7706,0.8119,1.199
91.598366,-0.4871,0.9035,0.7135,1.250
91.623365,-0.3473,0.9675,0.8909,1.360
91.648775,-0.2534,1.0114,1.0592,1.486
91.675573,-0.3662,1.0415,1.4279,1.805
91.700530,-0.6853,0.8884,1.5095,1.881
91.726447,-0.6122,0.7139,1.3627,1.656
91.751579,-0.3885,0.6476,1.1902,1.410
91.776424,-0.3119,0.6140,1.0439,1.251
91.801572,-0.3433,0.6371,0.8631,1.126
91.826799,-0.4430,0.6303,0.5232,0.931
91.851599,-0.2094,0.6284,0.2766,0.718
91.875811,-0.1065,0.5676,0.3302,0.665
91.915923,-0.0266,0.4982,0.6996,0.859
91.938345,-0.3501,0.3767,0.7416,0.902
91.962254,-0.4143,0.4104,0.5845,0.826
91.985713,-0.1458,0.5069,0.3761,0.648
92.008120,-0.1551,0.5262,0.2342,0.596
92.051932,-0.3170,0.4955,0.1895,0.618
92.090572,-0.1590,0.5548,0.1240,0.590
92.113850,-0.1573,0.6941,0.1222,0.722
92.138408,-0.2035,0.7731,0.1880,0.821
92.163076,0.1008,0.9621,0.2826,1.008
92.187238,0.5159,1.2292,0.4257,1.399
92.213253,0.1656,1.1915,0.8938,1.499
92.236595,-0.5438,1.1434,1.1464,1.708
92.263506,-0.3740,1.2240,1.2036,1.757
92.299268,-0.1861,1.0019,1.1237,1.517
92.325862,0.0202,0.8779,1.0311,1.354
92.351724,0.0278,0.8481,0.8208,1.181
92.378383,-0.0420,0.8998,0.7729,1.187
92.402835,-0.3127,0.8759,0.5449,1.078
92.427783,-0.5074,0.9159,0.3094,1.092
92.454429,-0.6902,0.8453,0.2361,1.117
92.479524,-0.4879,0.7591,0.2178,0.928
92.502884,-0.3671,0.7039,0.1790,0.814
92.527445,-0.3675,0.6318,0.2210,0.764
92.552303,-0.3675,0.5730,0.2779,0.735
92.576957,-0.4537,0.5085,0.2417,0.723
92.601473,-0.4283,0.4661,0.0441,0.635
92.625682,-0.2423,0.4801,-0.1193,0.551
92.651549,-0.0412,0.5763,-0.1622,0.600
92.676515,0.0810,0.7620,-0.2674,0.812
92.701615,0.1834,1.0671,-0.3313,1.132
92.723332,0.0427,1.2509,-0.2977,1.287
92.751369,-0.1744,1.3000,-0.0904,1.315
92.774909,-0.2177,1.3973,0.6173,1.543
92.799600,-0.3037,1.2881,1.1623,1.761
92.823558,-0.2674,1.1141,1.2933,1.728
92.848663,-0.2257,0.9362,1.1019,1.463
92.874421,-0.1898,0.7503,0.6393,1.004
92.900312,0.0647,0.7279,0.1858,0.754
92.925493,0.0757,0.7027,-0.3714,0.798
92.949352,0.0363,0.7875,-0.5276,0.949
92.975537,-0.3333,0.6687,-0.0677,0.750
93.000598,-0.6210,0.5721,0.5566,1.011
93.024400,-0.6618,0.7112,0.9227,1.340
93.048676,-0.5336,0.8182,0.7331,1.221
93.071634,-0.5050,0.9091,0.5820,1.192
93.106036,-0.6012,0.8810,0.6255,1.237
93.141095,-0.4561,0.7610,0.6845,1.121
93.166500,-0.5013,0.7725,0.5762,1.086
93.188018,-0.6850,0.7589,0.4213,1.106
93.209765,-0.5485,0.7484,0.3619,0.996
93.237563,-0.3635,0.7119,0.3493,0.872
93.261358,-0.2755,0.7777,0.3323,0.889
93.284893,-0.3075,0.8297,0.3204,0.941
93.309629,-0.4223,0.8485,0.3339,1.005
93.335337,-0.4693,0.8214,0.2943,0.991
93.359692,-0.5001,0.7384,0.1792,0.910
93.384684,-0.5069,0.7195,0.0595,0.882
93.408850,-0.6315,0.7650,-0.1428,1.002
93.432661,-0.7715,0.6870,-0.2143,1.055
93.456724,-0.6596,0.6499,-0.1002,0.931
93.481506,-0.4935,0.6161,0.0404,0.790
93.505782,-0.7833,0.4759,0.0626,0.919
93.529874,-0.8737,0.4205,0.1641,0.983
93.555767,-0.7265,0.4330,0.3756,0.925
93.580596,-0.6675,0.4717,0.4665,0.941
93.604884,-0.8331,0.4842,0.4927,1.082
93.629435,-1.0322,0.4505,0.6598,1.305
93.654616,-1.0319,0.4684,0.8369,1.409
93.679676,-0.8917,0.4987,0.8918,1.356
93.703917,-0.8793,0.4915,1.1201,1.506
93.729311,-1.0705,0.4633,1.3120,1.756
93.753859,-1.0144,0.4181,1.1816,1.612
93.778422,-0.6510,0.4322,0.9805,1.254
93.803321,-0.4971,0.4076,0.7834,1.013
93.828467,-0.4952,0.3608,0.7015,0.931
93.852875,-0.4705,0.3264,0.6954,0.901
93.877654,-0.3833,0.3079,0.5869,0.766
93.903478,-0.3107,0.3054,0.4888,0.655
93.928584,-0.4073,0.2744,0.5102,0.708
93.953577,-0.5299,0.2775,0.5181,0.791
93.979686,-0.5099,0.3357,0.3607,0.709
94.004699,-0.5145,0.3587,0.5244,0.818
94.029535,-0.7148,0.3294,0.8662,1.170
94.056634,-0.9667,0.3386,1.0260,1.450
94.080577,-0.9186,0.3804,1.1037,1.485
94.105536,-1.0992,0.1617,1.3060,1.715
94.126303,-1.2638,0.1444,1.1259,1.699
94.152602,-1.1346,0.2418,0.7716,1.393
94.176957,-0.9778,0.2737,0.5662,1.163
94.200395,-0.8778,0.2939,0.6251,1.117
94.221432,-0.8378,0.2446,0.7115,1.126
94.241719,-0.8204,0.1742,0.6278,1.048
94.263611,-0.7982,0.1176,0.5484,0.976
94.287537,-0.7265,0.1495,0.5530,0.925
94.310873,-0.6899,0.1640,0.5058,0.871
94.334866,-0.6017,0.0997,0.3101,0.684
94.358410,-0.5096,0.1258,0.0367,0.526
94.383057,-0.4256,0.2113,-0.1903,0.512
94.408612,-0.5238,0.3415,-0.1911,0.654
94.433500,-0.4390,0.3765,0.1179,0.590
94.458293,-0.2157,0.2834,0.4521,0.576
94.482493,-0.1774,0.3245,0.5874,0.694
94.506418,-0.4725,0.3620,0.6434,0.876
94.530500,-0.5194,0.4847,0.8208,1.086
94.555400,-0.4747,0.5625,1.0529,1.285
94.580576,-0.4663,0.6492,1.3842,1.598
94.605492,-0.4393,0.7493,1.6754,1.887
94.631516,-0.3051,0.8274,1.7404,1.951
94.656614,-0.2438,0.7850,1.5202,1.728
94.680636,-0.3921,0.7973,1.2300,1.517
94.704799,-0.5465,0.7852,1.1574,1.502
94.730172,-0.5565,0.7139,1.3348,1.613
94.756034,-0.6266,0.5165,1.4320,1.646
94.782819,-0.7446,0.2883,1.2493,1.483
94.808415,-0.8726,0.1619,0.9107,1.272
94.832668,-0.7361,0.1393,0.5723,0.943
94.857471,-0.4903,0.1803,0.2835,0.594
94.882710,-0.6140,0.1376,0.0678,0.633
94.908393,-0.6398,0.2047,-0.0774,0.676
94.932694,-0.5423,0.2604,-0.4037,0.724
94.958486,-0.3953,0.2646,-0.4223,0.636
94.998979,-0.3755,0.3066,-0.1288,0.502
95.021600,-0.7866,0.3704,0.5027,1.004
95.047357,-0.7136,0.5167,0.8559,1.228
95.072422,-0.7920,0.7041,0.9386,1.416
95.097667,-0.9645,0.7789,0.9383,1.555
95.122740,-0.8475,0.8786,1.1601,1.684
95.147208,-0.7505,0.8008,1.5771,1.921
95.165592,-0.6413,0.6320,1.9123,2.114
95.187262,-0.6196,0.5861,1.9321,2.112
95.209028,-0.4933,0.3655,1.7238,1.830
95.231632,-0.1964,0.4007,1.4721,1.538
95.252762,-0.0195,0.3999,1.0022,1.079
95.274583,0.1033,0.4422,0.6353,0.781
95.294427,0.1905,0.4915,0.4374,0.685
95.316349,0.2520,0.5192,0.3581,0.679
95.339688,0.2259,0.5588,0.3395,0.692
95.364455,0.1194,0.5807,0.3763,0.702
95.389348,0.0119,0.5448,0.4741,0.722
95.414577,-0.1453,0.5143,0.5354,0.756
95.439703,-0.2531,0.5593,0.5764,0.842
95.465844,-0.2122,0.5572,0.5224,0.793
95.491145,-0.1502,0.5033,0.4995,0.725
95.513663,-0.1036,0.5040,0.4374,0.675
95.540756,-0.1195,0.4928,0.3097,0.594
95.564329,-0.1297,0.5094,0.2750,0.593
95.589428,-0.2079,0.5092,0.4919,0.738
95.614687,-0.4859,0.4933,0.6847,0.974
95.639550,-0.8858,0.4940,0.7059,1.236
95.664651,-0.7078,0.5734,0.5925,1.087
95.689405,-0.4427,0.6965,0.8809,1.207
95.713031,-0.5876,0.5817,1.1313,1.401
95.737538,-0.7076,0.5165,1.2911,1.560
95.760381,-0.7588,0.4889,1.2300,1.526
95.785259,-0.5651,0.5974,1.0973,1.371
95.809437,-0.3452,0.6865,0.8328,1.133
95.834441,-0.2441,0.7198,0.6998,1.033
95.860043,-0.2122,0.7605,0.8417,1.154
95.885477,-0.2709,0.7657,0.9742,1.268
95.910314,-0.0864,0.7603,1.0369,1.289
95.934702,0.0479,0.7691,1.0619,1.312
95.959873,0.0204,0.7617,1.0399,1.289
95.984708,-0.1468,0.7337,1.0590,1.297
96.008954,-0.2741,0.7088,0.9722,1.234
96.034460,-0.2672,0.7422,0.7474,1.087
96.058762,-0.2208,0.7608,0.5271,0.952
96.082689,-0.1859,0.7435,0.4695,0.899
96.106656,-0.2284,0.7237,0.5582,0.942
96.131344,-0.3459,0.7153,0.5308,0.956
96.156802,-0.3638,0.6953,0.4587,0.909
96.181613,-0.2436,0.6520,0.4536,0.831
96.207842,-0.1183,0.6266,0.6637,0.920
96.227377,-0.2853,0.5590,0.9129,1.108
96.247462,-0.5881,0.4761,1.0140,1.265
96.270394,-0.7319,0.3999,0.9705,1.280
96.292072,-0.6931,0.4016,0.7927,1.127
96.313809,-0.6762,0.4290,0.6241,1.015
96.337504,-0.5670,0.4158,0.3944,0.806
96.358339,-0.3173,0.5050,0.2097,0.632
96.381948,-0.1556,0.5737,0.1364,0.610
96.405162,0.0373,0.7366,0.2764,0.788
96.431276,-0.0381,0.8824,0.5352,1.033
96.456280,-0.3073,0.8679,0.9134,1.297
96.480701,-0.3381,0.8194,1.2831,1.559
96.506668,-0.1971,0.9345,1.4210,1.712
96.531640,-0.2408,1.0596,1.1816,1.605
96.556954,-0.2399,1.1046,1.0651,1.553
96.582170,-0.1121,1.0818,1.1252,1.565
96.607334,0.0288,1.0557,1.1059,1.529
96.632912,0.0317,1.0191,0.9581,1.399
96.657303,-0.1441,0.9028,0.8606,1.256
96.681513,-0.0664,0.7268,0.5699,0.926
96.706608,0.0507,0.5866,0.3815,0.702
96.731555,0.1870,0.4407,0.3565,0.597
96.756472,0.2387,0.3012,0.2916,0.482
96.781787,0.2252,0.2185,0.1818,0.363
96.806271,0.2455,0.2108,0.0839,0.334
96.832313,0.1115,0.3677,0.0568,0.388
96.857072,-0.0107,0.6704,0.1184,0.681
96.882548,-0.1106,0.8625,0.2782,0.913
96.906789,-0.0256,0.9499,0.4765,1.063
96.931871,0.1341,1.0594,0.5775,1.214
96.955343,0.0947,1.1094,0.4096,1.186
96.980880,-0.0862,1.1092,0.2165,1.133
97.005989,-0.1530,0.8434,0.2000,0.880
97.030615,-0.0442,0.7095,0.5691,0.911
97.033924,-0.0491,0.6995,0.5738,0.906
97.076685,-0.3804,0.6091,0.7240,1.020
97.101494,-0.0256,0.8057,0.9029,1.210
97.125619,0.0070,0.7686,1.0208,1.278
97.150688,-0.3159,0.7676,1.1767,1.440
97.177070,-0.6098,0.7803,1.1010,1.481
97.201491,-0.8483,0.7640,0.9104,1.460
97.227049,-0.8632,0.7419,0.6332,1.302
97.252739,-0.7463,0.7170,0.4937,1.147
97.273195,-0.6515,0.6228,0.4678,1.015
97.296449,-0.5604,0.5370,0.4306,0.888
97.316569,-0.3479,0.5141,0.3822,0.729
97.339839,-0.1439,0.4733,0.3080,0.583
97.367731,0.0793,0.4139,0.3101,0.523
97.393882,0.5636,0.6594,0.2547,0.904
97.415430,0.7253,0.7263,0.2412,1.054
97.438480,0.8431,0.8886,0.4380,1.301
97.462395,0.9228,1.1009,0.8671,1.678
97.486737,0.7544,1.1998,1.3651,1.968
97.511464,0.6083,1.3019,1.4340,2.030
97.536330,0.1370,1.3184,1.3602,1.899
97.561026,-0.5267,1.1158,1.1330,1.675
97.603002,-0.7805,0.8472,0.8826,1.451
97.626886,-0.8152,0.5616,1.4147,1.727
97.651339,-0.8318,0.5138,1.4164,1.721
97.676051,-0.4945,0.6071,1.2847,1.505
97.700357,-0.3466,0.6215,1.2517,1.440
97.723378,-0.4707,0.4598,1.0942,1.277
97.748355,-0.5841,0.3853,0.9458,1.177
97.773309,-0.5634,0.3963,0.7790,1.040
97.797670,-0.4982,0.3462,0.5114,0.793
97.822537,-0.3530,0.3825,0.3977,0.655
97.846591,-0.3975,0.3499,0.3695,0.646
97.872065,-0.4684,0.3496,0.3241,0.668
97.896076,-0.2881,0.3858,0.3493,0.595
97.920475,-0.1055,0.4286,0.4892,0.659
97.944080,-0.1871,0.4481,0.5925,0.766
97.968610,-0.3757,0.5192,0.4371,0.776
