1.01;-0.01;0.23;-4.2;1.8;0.9
1.02;-0.01;0.23;-3.4;2.1;1.1
1.01;-0.00;0.23;-3.9;1.6;-0.5
1.16;-0.02;0.21;-2.5;15.4;0.3
1.14;0.07;0.32;13.3;250.1;-97.2
0.19;0.25;0.77;-27.7;250.1;-68.4
-0.26;0.16;0.90;-23.1;154.5;-48.2
-0.34;0.09;0.94;-31.7;81.8;-31.7
-0.47;-0.12;0.87;-4.1;17.1;-19.4
-0.46;0.00;0.87;-1.4;12.5;-5.9
-0.48;0.01;0.85;7.9;-15.8;4.2
-0.43;0.07;0.90;18.8;-59.3;16.4
-0.30;0.14;0.98;4.3;-122.6;51.0
0.13;0.13;0.94;8.2;-156.7;37.4
0.51;0.12;0.78;49.2;-186.3;29.7
0.86;0.13;0.55;31.1;-174.9;43.5
1.09;0.13;0.35;-6.5;-98.7;33.8
0.99;0.04;0.24;-7.5;-72.9;26.2
1.08;0.02;0.17;-2.9;-18.1;6.8
1.04;0.01;0.16;-3.8;-6.1;4.6
