0.95;0.09;0.43;-3.7;2.2;0.5
0.94;0.08;0.44;-4.0;2.6;2.3
0.94;0.07;0.45;-3.3;3.2;1.9
0.94;0.09;0.45;-3.7;2.8;0.9
0.94;0.08;0.45;-3.2;0.8;0.5
0.93;0.10;0.45;-3.5;2.6;-0.3
0.96;0.09;0.45;-4.2;3.4;-0.1
1.10;0.07;0.46;16.4;100.5;-33.9
0.69;0.17;0.68;-0.4;250.1;-75.4
0.01;0.24;0.80;-49.8;250.1;-42.1
-0.33;0.11;0.90;-17.0;109.1;-36.4
-0.49;0.05;0.91;-18.7;44.5;-22.8
-0.55;0.04;0.84;-17.1;29.4;-11.2
-0.53;0.03;0.83;-7.7;4.9;-2.9
-0.55;0.01;0.86;0.8;-16.2;4.0
-0.55;0.09;0.92;11.7;-98.6;28.7
-0.27;0.22;0.99;4.0;-140.7;41.9
0.03;0.24;0.96;3.9;-139.0;14.6
0.41;0.11;0.79;16.3;-181.2;24.5
0.83;0.07;0.69;2.9;-125.9;24.1
