0.73;0.01;0.74;-4.4;1.1;-0.9
0.72;0.01;0.74;-4.0;1.9;-0.5
0.73;0.01;0.74;-4.8;2.9;0.9
0.76;0.03;0.75;-17.7;4.4;-9.3
0.71;0.01;0.74;-80.7;17.0;-15.0
0.69;-0.13;0.71;-112.3;14.9;20.4
0.63;-0.24;0.64;-167.8;-5.5;26.3
0.66;-0.54;0.53;-153.2;33.0;-27.0
0.64;-0.74;0.40;-60.0;10.3;16.6
0.66;-0.75;0.36;-30.7;8.7;17.6
0.61;-0.75;0.36;-19.2;4.0;7.1
0.61;-0.77;0.33;-6.6;3.2;0.5
0.57;-0.78;0.34;2.1;-3.3;-2.9
0.63;-0.78;0.40;54.0;46.1;12.3
0.40;-0.70;0.52;104.8;-20.4;28.0
0.61;-0.64;0.66;121.7;-32.9;12.7
0.56;-0.33;0.69;98.9;-5.8;-24.6
0.63;-0.18;0.78;69.1;-7.9;-8.9
0.61;-0.08;0.80;52.1;-15.9;-6.4
0.70;-0.04;0.77;-15.6;-3.0;-5.8
