0.67;-0.02;0.79;-18.1;5.9;-2.9
0.68;0.00;0.79;-29.8;10.8;-12.8
0.64;-0.04;0.77;-88.9;-4.0;13.2
0.69;-0.18;0.60;-226.3;-13.2;21.6
0.77;-0.55;0.50;-121.6;53.2;-15.6
0.58;-0.72;0.43;-68.6;43.9;17.5
0.61;-0.73;0.40;-43.9;29.2;18.3
0.53;-0.83;0.35;-24.8;17.4;9.5
0.54;-0.83;0.35;-6.5;2.7;0.2
0.55;-0.80;0.37;12.9;-2.8;-0.3
0.53;-0.85;0.44;68.6;16.5;11.2
0.47;-0.73;0.56;114.3;-41.3;39.5
0.54;-0.58;0.69;156.1;-33.3;-7.4
0.51;-0.23;0.76;114.1;-36.1;-12.0
0.69;-0.08;0.79;72.4;-28.8;1.1
0.70;-0.02;0.79;29.1;-8.6;0.2
0.71;-0.02;0.78;9.9;1.3;2.6
0.71;-0.02;0.76;1.6;0.6;1.1
0.69;0.01;0.77;-0.1;2.1;0.3
0.70;-0.01;0.76;-4.1;3.1;-1.0
