0.67;0.03;0.79;-4.1;2.5;1.6
0.67;0.01;0.79;-5.4;2.3;0.7
0.68;0.00;0.79;-6.3;2.4;0.5
0.74;0.12;0.81;-69.4;26.5;-18.7
0.66;-0.11;0.78;-62.4;51.2;-48.2
0.53;-0.18;0.83;-107.1;30.1;-2.0
0.49;-0.37;0.67;-177.3;-13.0;-9.9
0.53;-0.82;0.56;-125.9;25.5;15.5
0.47;-0.79;0.45;-49.9;23.5;21.2
0.40;-0.82;0.44;-29.3;11.4;14.9
0.45;-0.84;0.40;-10.9;4.5;4.6
0.42;-0.81;0.40;-3.3;0.4;1.0
0.44;-0.85;0.41;11.7;-2.5;-4.3
0.44;-0.84;0.45;59.3;2.8;-6.6
0.47;-0.70;0.52;142.5;-81.0;47.1
0.53;-0.50;0.72;145.5;-32.8;-6.1
0.51;-0.24;0.79;102.7;-45.1;-15.0
0.68;-0.01;0.79;80.8;-36.6;-5.0
0.70;0.03;0.77;20.0;-12.3;5.0
0.71;-0.01;0.77;8.9;-1.7;-1.6
