0.67;0.02;0.80;-20.6;4.2;-6.8
0.65;0.00;0.81;-19.2;9.7;-5.8
0.63;0.01;0.81;-25.8;7.5;-10.4
0.60;-0.09;0.74;-189.9;24.6;-12.3
0.74;-0.70;0.55;-149.7;23.7;-35.4
0.69;-0.67;0.49;-69.9;37.2;9.7
0.53;-0.67;0.42;-46.2;20.6;27.5
0.58;-0.73;0.42;-38.9;34.0;18.6
0.47;-0.82;0.35;-8.2;9.4;4.6
0.51;-0.84;0.35;12.3;-3.0;1.4
0.57;-0.77;0.40;70.0;17.4;-7.2
0.53;-0.68;0.50;139.0;-37.7;42.6
0.52;-0.54;0.70;128.0;-24.9;26.5
0.42;-0.34;0.79;114.9;-58.4;10.3
0.70;-0.14;0.78;106.9;-68.0;10.5
0.75;0.03;0.75;41.5;-15.6;4.6
0.68;0.07;0.76;9.2;11.4;-10.5
0.66;0.04;0.78;-1.2;6.8;-1.7
0.68;0.05;0.78;-1.2;3.2;0.4
0.62;0.01;0.78;-7.0;1.3;2.3
