0.71;0.04;0.74;-3.6;-0.1;-0.3
0.72;0.05;0.75;-3.8;2.1;-0.2
0.73;0.05;0.75;-8.0;2.6;0.8
0.73;0.08;0.75;-21.8;2.1;-11.8
0.75;0.04;0.73;-148.5;16.4;-14.6
0.54;-0.22;0.67;-215.7;15.5;18.3
0.75;-0.53;0.57;-102.5;44.2;-23.7
0.56;-0.70;0.53;-78.4;41.8;19.7
0.49;-0.74;0.47;-38.3;9.9;8.2
0.55;-0.77;0.44;-18.6;0.3;2.8
0.53;-0.77;0.42;-6.8;-0.3;-0.3
0.54;-0.75;0.44;-1.2;2.1;1.2
0.62;-0.78;0.45;45.4;22.7;2.5
0.37;-0.80;0.55;129.0;-33.2;43.6
0.47;-0.60;0.74;121.8;-20.9;13.8
0.40;-0.39;0.82;87.8;-15.1;-4.8
0.51;-0.19;0.84;70.4;-37.3;-2.0
0.67;-0.06;0.80;59.4;-26.6;12.5
0.73;0.05;0.77;-4.3;18.4;-34.6
0.62;0.01;0.82;6.2;7.8;8.0
