0.63;0.09;0.81;-3.1;-0.1;0.1
0.64;0.08;0.81;-2.6;1.3;0.7
0.64;0.10;0.81;-4.3;0.8;1.2
0.63;0.09;0.80;-6.3;2.8;1.3
0.65;0.15;0.82;-32.5;-1.4;-18.5
0.65;0.05;0.79;-117.2;-4.7;-19.2
0.62;-0.14;0.70;-169.8;-18.2;15.2
0.77;-0.55;0.59;-131.1;14.4;-19.2
0.64;-0.69;0.53;-82.0;53.4;10.1
0.56;-0.69;0.46;-35.3;24.9;9.7
0.60;-0.67;0.46;-14.7;13.0;7.6
0.61;-0.71;0.44;-18.2;19.1;20.0
0.57;-0.76;0.43;13.3;-4.4;-0.7
0.57;-0.82;0.52;88.1;12.0;28.2
0.59;-0.49;0.60;154.8;-28.6;35.7
0.62;-0.20;0.71;158.8;-6.8;-48.8
0.63;-0.04;0.81;92.7;-11.7;-9.2
0.64;0.10;0.82;39.9;-7.5;3.1
0.62;0.10;0.83;8.0;12.0;3.1
0.63;0.07;0.83;1.6;0.4;-0.3
