0.56;0.08;0.87;-3.0;1.1;0.5
0.55;0.08;0.87;-4.3;2.9;0.3
0.54;0.07;0.86;-2.1;-1.3;-1.1
0.54;0.09;0.87;2.0;-7.5;-5.4
0.79;0.02;0.67;20.7;-156.2;36.7
0.91;-0.05;0.43;5.8;-162.5;60.2
1.08;-0.15;0.17;3.0;-146.3;62.8
1.08;-0.13;-0.00;10.7;-50.2;3.9
1.01;-0.12;-0.06;2.5;-21.1;1.0
1.04;-0.13;-0.10;-4.3;-10.7;-7.1
0.99;-0.14;-0.09;-1.7;0.1;1.7
1.03;-0.14;-0.10;-2.5;2.7;-0.1
1.11;-0.05;-0.05;-9.8;25.1;-7.3
1.15;-0.05;0.04;-22.8;126.5;-6.0
0.99;-0.11;0.22;-5.5;128.2;-16.7
0.82;-0.05;0.42;-4.6;91.9;-14.9
0.76;0.02;0.61;-9.5;82.3;-10.4
0.71;0.04;0.74;-5.7;45.4;-15.5
0.66;0.04;0.78;-2.6;0.6;-3.6
0.71;0.06;0.78;-2.3;2.6;-2.9
