0.78;0.04;0.69;-4.0;-1.0;1.1
0.77;0.02;0.70;-2.6;0.4;1.3
0.78;0.04;0.68;-3.6;1.0;0.2
0.78;0.01;0.69;-3.8;1.9;0.0
0.78;0.05;0.69;-2.9;2.5;0.1
0.77;0.03;0.70;-4.5;1.0;0.1
0.66;-0.03;0.67;14.0;-58.0;22.2
0.88;-0.05;0.23;5.3;-247.7;62.3
1.29;-0.06;-0.02;14.6;-115.3;3.1
1.07;-0.14;-0.17;7.9;-49.3;4.8
1.00;-0.08;-0.20;1.1;-20.1;4.4
1.03;-0.07;-0.24;-2.5;-2.0;1.4
0.99;-0.12;-0.25;-2.2;0.1;0.2
1.00;-0.09;-0.23;-5.6;7.2;-2.0
1.16;-0.11;-0.17;-10.3;109.9;26.5
1.02;-0.15;0.10;-5.4;179.5;-13.8
0.93;-0.16;0.44;-6.4;113.9;-42.7
0.81;-0.03;0.60;-0.9;52.9;-15.5
0.86;0.01;0.67;1.8;26.9;-8.9
0.77;0.02;0.67;-6.8;9.8;-0.3
