0.72;-0.14;0.73;-0.2;0.8;-2.0
0.72;-0.13;0.73;-3.1;1.5;0.5
0.73;-0.13;0.73;-5.4;2.6;2.7
0.72;-0.15;0.71;17.1;4.9;4.2
0.69;-0.16;0.66;164.6;6.3;-86.8
0.90;0.79;0.50;221.7;36.4;-70.9
0.47;0.73;0.58;68.1;83.0;-23.3
0.36;0.83;0.54;54.8;44.5;-36.0
0.30;0.87;0.49;18.2;11.7;-14.7
0.29;0.91;0.46;0.4;-0.8;0.0
0.31;0.86;0.48;-6.4;2.7;-0.2
0.31;0.95;0.55;-61.1;-9.4;-7.4
0.37;0.74;0.60;-141.4;-21.2;17.0
0.38;0.46;0.78;-117.9;-0.8;46.4
0.45;0.22;0.85;-98.2;-25.3;29.5
0.51;0.13;0.89;-54.9;-17.1;17.3
0.50;-0.00;0.87;-48.2;-24.5;11.6
0.61;-0.12;0.81;-28.9;-22.0;0.5
0.62;-0.10;0.84;-4.6;1.3;1.0
0.64;-0.08;0.82;-10.5;0.7;3.9
