0.70;0.14;0.72;107.8;9.8;-37.2
0.63;0.35;0.64;81.5;-9.1;-46.7
0.68;0.54;0.61;98.7;26.3;-25.3
0.56;0.75;0.58;67.9;50.9;-25.2
0.49;0.81;0.52;37.6;22.5;-15.1
0.47;0.81;0.48;5.8;-7.2;2.0
0.45;0.81;0.47;1.3;-3.5;-1.3
0.43;0.82;0.48;-3.3;-1.4;0.8
0.45;0.79;0.48;-10.0;0.4;1.9
0.47;0.81;0.51;-25.5;-3.2;2.5
0.45;0.83;0.58;-90.2;-12.6;1.4
0.60;0.65;0.66;-105.6;-15.0;13.7
0.56;0.43;0.74;-91.1;0.3;18.7
0.60;0.31;0.79;-82.8;-16.2;20.4
0.61;0.09;0.81;-53.8;-13.0;21.5
0.62;0.06;0.81;-32.3;-6.1;11.2
0.64;0.01;0.81;-34.6;-8.2;15.7
0.65;-0.06;0.80;-21.6;-8.4;5.2
0.66;-0.09;0.78;-11.9;-5.3;0.9
0.68;-0.08;0.79;-9.6;-5.7;0.6
