0.66;-0.31;0.73;-1.3;0.5;-1.3
0.66;-0.30;0.73;-2.6;0.9;3.6
0.67;-0.31;0.73;-1.3;1.4;0.1
0.63;-0.35;0.71;29.1;-8.2;7.9
0.73;-0.14;0.67;186.6;-31.0;-11.5
0.68;0.16;0.60;199.3;-63.7;-28.9
0.63;0.54;0.64;152.8;64.4;4.0
0.66;0.67;0.50;47.1;19.4;0.1
0.66;0.62;0.53;12.1;5.7;-0.6
0.67;0.64;0.48;0.2;2.0;-0.5
0.67;0.64;0.49;-4.1;2.9;-1.3
0.73;0.72;0.53;-49.0;8.8;0.8
0.64;0.45;0.57;-116.4;-5.9;-24.7
0.74;0.31;0.65;-124.0;15.6;-2.4
0.61;0.15;0.79;-100.7;20.5;11.6
0.58;-0.02;0.82;-75.7;3.6;17.3
0.63;-0.15;0.80;-49.1;-3.0;10.3
0.64;-0.18;0.79;-29.9;-1.4;5.3
0.64;-0.24;0.79;-29.2;-2.0;7.7
0.63;-0.26;0.77;-16.1;-0.5;3.9
