0.62;-0.23;0.80;-4.3;1.0;0.5
0.62;-0.23;0.80;-2.3;2.1;-0.2
0.61;-0.28;0.80;21.1;-1.7;6.3
0.48;-0.29;0.66;250.1;-53.3;-55.1
0.90;0.62;0.42;244.9;93.3;27.9
0.61;0.67;0.53;50.8;40.6;5.4
0.70;0.71;0.50;29.0;24.5;-6.0
0.66;0.65;0.52;7.5;15.5;-1.8
0.60;0.65;0.50;-5.4;-1.1;3.5
0.59;0.83;0.58;-50.4;-19.7;18.0
0.59;0.50;0.58;-211.9;-39.6;3.8
0.71;0.22;0.67;-176.0;12.3;11.1
0.61;-0.04;0.78;-104.0;12.3;29.7
0.63;-0.30;0.77;-64.6;1.3;10.8
0.66;-0.29;0.75;-28.9;5.3;-5.9
0.65;-0.32;0.75;-11.9;5.4;-0.2
0.66;-0.31;0.75;-9.3;3.3;-0.5
0.65;-0.29;0.74;-6.5;3.9;0.6
0.62;-0.32;0.76;-1.4;1.6;-0.2
0.65;-0.31;0.76;-6.1;1.3;-2.3
